flow_id,src,dst,path_idx,path_hops,demand_mbps,rate_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
242,4,17,1,q_r5_r19 | q_r19_r22 | q_r22_r18,16.5637,0.4391,111000,111000,0,0.00
243,4,17,2,q_r5_r7 | q_r7_r22 | q_r22_r18,16.5637,10.4587,2616000,2616000,0,0.00
244,4,17,3,q_r5_r15 | q_r15_r22 | q_r22_r18,16.5637,0.0511,13500,13500,0,0.00
245,4,18,0,q_r5_r19,651.4130,548.4042,137101500,137101500,0,0.00
246,4,18,1,q_r5_r7 | q_r7_r22 | q_r22_r19,651.4130,20.0597,5016000,5016000,0,0.00
247,4,18,2,q_r5_r15 | q_r15_r22 | q_r22_r19,651.4130,82.3993,20601000,20599500,1500,0.01
248,4,18,3,q_r5_r4 | q_r4_r17 | q_r17_r19,651.4130,0.5498,138000,138000,0,0.00
249,4,19,0,q_r5_r1 | q_r1_r20,733.4789,344.7774,86194500,86194500,0,0.00
250,4,19,1,q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,733.4789,35.5011,8875500,8875500,0,0.00
251,4,19,2,q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,733.4789,339.1745,84795000,84792000,3000,0.00
252,4,19,3,q_r5_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20,733.4789,14.0259,3507000,3507000,0,0.00
253,4,20,0,q_r5_r4 | q_r4_r21,56.3203,55.0338,13759500,13759500,0,0.00
254,4,20,1,q_r5_r1 | q_r1_r10 | q_r10_r21,56.3203,1.2524,313500,313500,0,0.00
255,4,20,2,q_r5_r19 | q_r19_r17 | q_r17_r4 | q_r4_r21,56.3203,0.0340,9000,9000,0,0.00
256,4,21,0,q_r5_r19 | q_r19_r22,142.6509,55.3286,13833000,13833000,0,0.00
257,4,21,1,q_r5_r7 | q_r7_r22,142.6509,3.0056,751500,750000,1500,0.20
258,4,21,2,q_r5_r15 | q_r15_r22,142.6509,80.7068,20178000,20176500,1500,0.01
259,4,21,3,q_r5_r11 | q_r11_r22,142.6509,3.6099,903000,903000,0,0.00
260,5,0,0,q_r6_r13 | q_r13_r5 | q_r5_r1,25.8994,1.6020,402000,400500,1500,0.37
261,5,0,1,q_r6_r7 | q_r7_r3 | q_r3_r1,25.8994,2.1293,532500,532500,0,0.00
262,5,0,2,q_r6_r13 | q_r13_r3 | q_r3_r1,25.8994,16.5075,4128000,4126500,1500,0.04
263,5,0,3,q_r6_r7 | q_r7_r5 | q_r5_r1,25.8994,5.6606,1416000,1416000,0,0.00
264,5,1,0,q_r6_r7 | q_r7_r2,0.8597,0.7822,196500,196500,0,0.00
265,5,1,3,q_r6_r7 | q_r7_r22 | q_r22_r15 | q_r15_r2,0.8597,0.0775,19500,19500,0,0.00
266,5,2,0,q_r6_r13 | q_r13_r3,81.4805,17.7871,4447500,4447500,0,0.00
267,5,2,1,q_r6_r7 | q_r7_r3,81.4805,63.6929,15924000,15924000,0,0.00
268,5,3,0,q_r6_r13 | q_r13_r5 | q_r5_r4,1.2023,0.9399,235500,235500,0,0.00
269,5,3,1,q_r6_r7 | q_r7_r5 | q_r5_r4,1.2023,0.2520,64500,63000,1500,2.33
270,5,3,3,q_r6_r13 | q_r13_r5 | q_r5_r19 | q_r19_r17 | q_r17_r4,1.2023,0.0104,3000,3000,0,0.00
271,5,4,0,q_r6_r13 | q_r13_r5,152.1534,120.7121,30178500,30178500,0,0.00
272,5,4,1,q_r6_r7 | q_r7_r5,152.1534,31.0226,7756500,7756500,0,0.00
273,5,4,3,q_r6_r18 | q_r18_r22 | q_r22_r19 | q_r19_r5,152.1534,0.4188,105000,105000,0,0.00
274,5,6,0,q_r6_r7,31.5831,31.5830,7896000,7896000,0,0.00
275,5,7,0,q_r6_r13 | q_r13_r8,8.1857,8.1764,2044500,2044500,0,0.00
276,5,8,0,q_r6_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.0709,0.0238,6000,6000,0,0.00
277,5,8,1,q_r6_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,0.0709,0.0245,7500,7500,0,0.00
278,5,8,2,q_r6_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,0.0709,0.0210,6000,4500,1500,25.00
279,5,9,0,q_r6_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10,12.2084,0.5596,141000,139500,1500,1.06
280,5,9,1,q_r6_r7 | q_r7_r3 | q_r3_r1 | q_r1_r10,12.2084,0.7184,180000,180000,0,0.00
281,5,9,2,q_r6_r13 | q_r13_r3 | q_r3_r1 | q_r1_r10,12.2084,8.0931,2023500,2022000,1500,0.07
282,5,9,3,q_r6_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10,12.2084,2.8373,709500,709500,0,0.00
283,5,10,2,q_r6_r7 | q_r7_r22 | q_r22_r11,0.0952,0.0735,19500,19500,0,0.00
284,5,10,3,q_r6_r7 | q_r7_r5 | q_r5_r11,0.0952,0.0114,3000,1500,1500,50.00
285,5,11,0,q_r6_r13 | q_r13_r12,2.5480,0.7481,187500,33000,154500,82.40
286,5,11,1,q_r6_r18 | q_r18_r22 | q_r22_r15 | q_r15_r12,2.5480,0.2398,60000,15000,45000,75.00
287,5,11,2,q_r6_r13 | q_r13_r5 | q_r5_r15 | q_r15_r12,2.5480,1.5299,382500,103500,279000,72.94
288,5,11,3,q_r6_r7 | q_r7_r22 | q_r22_r15 | q_r15_r12,2.5480,0.0302,9000,3000,6000,66.67
289,5,12,0,q_r6_r13,28.8354,28.8354,7209000,7209000,0,0.00
290,5,13,0,q_r6_r7 | q_r7_r14,0.1626,0.0983,25500,24000,1500,5.88
291,5,13,1,q_r6_r7 | q_r7_r2 | q_r2_r14,0.1626,0.0616,16500,16500,0,0.00
292,5,14,0,q_r6_r18 | q_r18_r22 | q_r22_r15,16.2534,4.3719,1093500,1093500,0,0.00
293,5,14,1,q_r6_r13 | q_r13_r12 | q_r12_r15,16.2534,2.6079,652500,93000,559500,85.75
294,5,14,2,q_r6_r7 | q_r7_r22 | q_r22_r15,16.2534,9.1055,2277000,2277000,0,0.00
295,5,14,3,q_r6_r13 | q_r13_r5 | q_r5_r15,16.2534,0.1680,43500,40500,3000,6.90
296,5,15,0,q_r6_r18 | q_r18_r22 | q_r22_r16,6.2191,5.5600,1390500,1390500,0,0.00
297,5,15,1,q_r6_r7 | q_r7_r22 | q_r22_r16,6.2191,0.6462,162000,160500,1500,0.93
298,5,16,0,q_r6_r18 | q_r18_r22 | q_r22_r19 | q_r19_r17,0.9166,0.1874,48000,48000,0,0.00
299,5,16,2,q_r6_r7 | q_r7_r22 | q_r22_r19 | q_r19_r17,0.9166,0.6975,175500,174000,1500,0.85
300,5,16,3,q_r6_r13 | q_r13_r5 | q_r5_r4 | q_r4_r17,0.9166,0.0225,6000,4500,1500,25.00
301,5,17,0,q_r6_r18,2.9771,2.8987,726000,726000,0,0.00
302,5,17,1,q_r6_r7 | q_r7_r22 | q_r22_r18,2.9771,0.0777,19500,18000,1500,7.69
303,5,18,0,q_r6_r18 | q_r18_r22 | q_r22_r19,7.1845,0.2076,52500,52500,0,0.00
304,5,18,1,q_r6_r13 | q_r13_r5 | q_r5_r19,7.1845,0.3293,82500,81000,1500,1.82
305,5,18,2,q_r6_r7 | q_r7_r22 | q_r22_r19,7.1845,6.6374,1660500,1659000,1500,0.09
306,5,18,3,q_r6_r7 | q_r7_r5 | q_r5_r19,7.1845,0.0102,3000,1500,1500,50.00
307,5,19,0,q_r6_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20,1.4699,0.2595,66000,64500,1500,2.27
308,5,19,1,q_r6_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20,1.4699,0.0367,10500,9000,1500,14.29
309,5,19,2,q_r6_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,1.4699,0.6387,160500,159000,1500,0.93
310,5,19,3,q_r6_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20,1.4699,0.5350,135000,133500,1500,1.11
311,5,20,0,q_r6_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21,0.0245,0.0170,4500,3000,1500,33.33
312,5,21,0,q_r6_r18 | q_r18_r22,24.5536,24.5446,6136500,6136500,0,0.00
313,6,0,0,q_r7_r3 | q_r3_r1,4.9834,0.4686,118500,118500,0,0.00
314,6,0,1,q_r7_r5 | q_r5_r1,4.9834,4.5107,1128000,1128000,0,0.00
315,6,1,0,q_r7_r2,12.9810,12.5889,3148500,3148500,0,0.00
316,6,1,2,q_r7_r22 | q_r22_r15 | q_r15_r2,12.9810,0.2358,60000,60000,0,0.00
317,6,1,3,q_r7_r5 | q_r5_r15 | q_r15_r2,12.9810,0.1563,40500,40500,0,0.00
318,6,2,0,q_r7_r3,46.9888,46.9741,11745000,11743500,1500,0.01
319,6,2,2,q_r7_r5 | q_r5_r13 | q_r13_r3,46.9888,0.0140,4500,4500,0,0.00
320,6,3,0,q_r7_r5 | q_r5_r4,11.9825,11.6571,2914500,2914500,0,0.00
321,6,3,1,q_r7_r22 | q_r22_r19 | q_r19_r17 | q_r17_r4,11.9825,0.1504,39000,37500,1500,3.85
322,6,3,2,q_r7_r5 | q_r5_r19 | q_r19_r17 | q_r17_r4,11.9825,0.1712,43500,43500,0,0.00
323,6,4,0,q_r7_r5,40.3589,40.1795,10045500,10045500,0,0.00
324,6,4,1,q_r7_r22 | q_r22_r19 | q_r19_r5,40.3589,0.0677,18000,18000,0,0.00
325,6,4,3,q_r7_r22 | q_r22_r15 | q_r15_r5,40.3589,0.1096,28500,28500,0,0.00
326,6,5,0,q_r7_r6,34.0183,34.0165,8505000,8505000,0,0.00
327,6,7,0,q_r7_r5 | q_r5_r8,7.6092,1.4685,367500,367500,0,0.00
328,6,7,1,q_r7_r3 | q_r3_r13 | q_r13_r8,7.6092,0.0275,7500,7500,0,0.00
329,6,7,2,q_r7_r5 | q_r5_r13 | q_r13_r8,7.6092,4.4175,1105500,1105500,0,0.00
330,6,7,3,q_r7_r6 | q_r6_r13 | q_r13_r8,7.6092,1.6956,424500,424500,0,0.00
331,6,8,0,q_r7_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,0.8725,0.3519,88500,88500,0,0.00
332,6,8,1,q_r7_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.8725,0.3310,84000,84000,0,0.00
333,6,8,2,q_r7_r3 | q_r3_r1 | q_r1_r10 | q_r10_r9,0.8725,0.0289,7500,7500,0,0.00
334,6,8,3,q_r7_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,0.8725,0.1606,40500,40500,0,0.00
335,6,9,0,q_r7_r3 | q_r3_r1 | q_r1_r10,0.5988,0.0252,7500,7500,0,0.00
336,6,9,1,q_r7_r5 | q_r5_r1 | q_r1_r10,0.5988,0.3827,96000,96000,0,0.00
337,6,9,3,q_r7_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,0.5988,0.1909,48000,48000,0,0.00
338,6,10,0,q_r7_r22 | q_r22_r11,0.1177,0.0119,3000,3000,0,0.00
339,6,10,1,q_r7_r5 | q_r5_r11,0.1177,0.0872,22500,22500,0,0.00
340,6,10,2,q_r7_r22 | q_r22_r19 | q_r19_r5 | q_r5_r11,0.1177,0.0166,4500,4500,0,0.00
341,6,11,0,q_r7_r22 | q_r22_r15 | q_r15_r12,1.0772,0.0124,4500,1500,3000,66.67
342,6,11,1,q_r7_r3 | q_r3_r13 | q_r13_r12,1.0772,0.5979,150000,19500,130500,87.00
343,6,11,3,q_r7_r5 | q_r5_r13 | q_r13_r12,1.0772,0.4648,117000,19500,97500,83.33
344,6,12,0,q_r7_r3 | q_r3_r13,4.1318,0.0751,19500,19500,0,0.00
345,6,12,1,q_r7_r6 | q_r6_r13,4.1318,0.5213,130500,130500,0,0.00
346,6,12,2,q_r7_r5 | q_r5_r13,4.1318,3.5354,885000,885000,0,0.00
347,6,13,0,q_r7_r14,0.6526,0.3662,93000,93000,0,0.00
348,6,13,1,q_r7_r2 | q_r2_r14,0.6526,0.1124,28500,28500,0,0.00
349,6,13,2,q_r7_r22 | q_r22_r15 | q_r15_r2 | q_r2_r14,0.6526,0.1633,42000,42000,0,0.00
350,6,13,3,q_r7_r5 | q_r5_r15 | q_r15_r2 | q_r2_r14,0.6526,0.0107,3000,1500,1500,50.00
351,6,14,0,q_r7_r22 | q_r22_r15,507.8288,5.6410,1411500,1411500,0,0.00
352,6,14,1,q_r7_r5 | q_r5_r15,507.8288,39.2390,9810000,9808500,1500,0.02
353,6,14,2,q_r7_r2 | q_r2_r15,507.8288,462.9488,115738500,115734000,4500,0.00
354,6,15,0,q_r7_r22 | q_r22_r16,8.8196,6.2404,1561500,1561500,0,0.00
355,6,15,2,q_r7_r5 | q_r5_r1 | q_r1_r16,8.8196,2.3684,592500,591000,1500,0.25
356,6,15,3,q_r7_r6 | q_r6_r18 | q_r18_r22 | q_r22_r16,8.8196,0.2069,52500,52500,0,0.00
357,6,16,0,q_r7_r22 | q_r22_r19 | q_r19_r17,8.6488,1.8467,462000,462000,0,0.00
358,6,16,1,q_r7_r5 | q_r5_r19 | q_r19_r17,8.6488,6.5870,1647000,1645500,1500,0.09
359,6,16,2,q_r7_r5 | q_r5_r4 | q_r4_r17,8.6488,0.2133,54000,52500,1500,2.78
360,6,17,0,q_r7_r22 | q_r22_r18,1.6406,0.6499,163500,163500,0,0.00
361,6,17,1,q_r7_r6 | q_r6_r18,1.6406,0.9709,243000,243000,0,0.00
362,6,17,2,q_r7_r3 | q_r3_r13 | q_r13_r6 | q_r6_r18,1.6406,0.0136,4500,4500,0,0.00
363,6,18,0,q_r7_r22 | q_r22_r19,48.3809,1.6483,412500,412500,0,0.00
364,6,18,1,q_r7_r5 | q_r5_r19,48.3809,46.4621,11616000,11614500,1500,0.01
365,6,18,2,q_r7_r22 | q_r22_r15 | q_r15_r5 | q_r5_r19,48.3809,0.2703,69000,69000,0,0.00
366,6,19,0,q_r7_r3 | q_r3_r1 | q_r1_r20,5.3992,1.6766,420000,420000,0,0.00
367,6,19,1,q_r7_r5 | q_r5_r1 | q_r1_r20,5.3992,3.4220,856500,855000,1500,0.18
368,6,19,3,q_r7_r3 | q_r3_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,5.3992,0.3005,76500,76500,0,0.00
369,6,20,0,q_r7_r5 | q_r5_r4 | q_r4_r21,3.0286,2.6275,657000,655500,1500,0.23
370,6,20,1,q_r7_r3 | q_r3_r1 | q_r1_r10 | q_r10_r21,3.0286,0.0510,13500,13500,0,0.00
371,6,20,2,q_r7_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,3.0286,0.3478,87000,85500,1500,1.72
372,6,21,0,q_r7_r22,19.2219,19.2217,4806000,4806000,0,0.00
373,7,0,0,q_r8_r5 | q_r5_r1,61.1644,18.1560,4540500,4539000,1500,0.03
374,7,0,1,q_r8_r13 | q_r13_r5 | q_r5_r1,61.1644,13.2530,3313500,3313500,0,0.00
375,7,0,2,q_r8_r13 | q_r13_r3 | q_r3_r1,61.1644,29.1981,7300500,7299000,1500,0.02
376,7,0,3,q_r8_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1,61.1644,0.5573,139500,139500,0,0.00
377,7,1,0,q_r8_r5 | q_r5_r7 | q_r7_r2,2.1914,0.6393,160500,160500,0,0.00
378,7,1,1,q_r8_r5 | q_r5_r15 | q_r15_r2,2.1914,0.6777,169500,169500,0,0.00
379,7,1,2,q_r8_r13 | q_r13_r12 | q_r12_r15 | q_r15_r2,2.1914,0.5466,138000,27000,111000,80.43
380,7,1,3,q_r8_r5 | q_r5_r7 | q_r7_r14 | q_r14_r2,2.1914,0.3279,82500,82500,0,0.00
381,7,2,0,q_r8_r13 | q_r13_r3,23.5212,17.1486,4288500,4288500,0,0.00
382,7,2,1,q_r8_r5 | q_r5_r13 | q_r13_r3,23.5212,2.0859,522000,522000,0,0.00
383,7,2,2,q_r8_r5 | q_r5_r7 | q_r7_r3,23.5212,2.3391,585000,585000,0,0.00
384,7,2,3,q_r8_r5 | q_r5_r1 | q_r1_r3,23.5212,1.9476,487500,486000,1500,0.31
385,7,3,0,q_r8_r5 | q_r5_r4,1.2012,0.5472,138000,138000,0,0.00
386,7,3,1,q_r8_r13 | q_r13_r5 | q_r5_r4,1.2012,0.6070,153000,153000,0,0.00
387,7,3,2,q_r8_r5 | q_r5_r19 | q_r19_r17 | q_r17_r4,1.2012,0.0165,4500,4500,0,0.00
388,7,3,3,q_r8_r13 | q_r13_r12 | q_r12_r15 | q_r15_r5 | q_r5_r4,1.2012,0.0305,9000,0,9000,100.00
389,7,4,0,q_r8_r5,3404.1970,1264.6363,316159500,316156500,3000,0.00
390,7,4,1,q_r8_r13 | q_r13_r5,3404.1970,1188.1378,297034500,297028500,6000,0.00
391,7,4,2,q_r8_r13 | q_r13_r12 | q_r12_r15 | q_r15_r5,3404.1970,257.6553,64414500,11631000,52783500,81.94
392,7,4,3,q_r8_r13 | q_r13_r6 | q_r6_r7 | q_r7_r5,3404.1970,693.7674,173442000,173436000,6000,0.00
393,7,5,0,q_r8_r13 | q_r13_r6,3.2709,2.3255,582000,582000,0,0.00
394,7,5,1,q_r8_r5 | q_r5_r13 | q_r13_r6,3.2709,0.3007,76500,76500,0,0.00
395,7,5,2,q_r8_r5 | q_r5_r7 | q_r7_r6,3.2709,0.2614,66000,66000,0,0.00
396,7,5,3,q_r8_r13 | q_r13_r5 | q_r5_r7 | q_r7_r6,3.2709,0.3833,96000,96000,0,0.00
397,7,6,0,q_r8_r5 | q_r5_r7,3.7244,0.6648,166500,166500,0,0.00
398,7,6,1,q_r8_r13 | q_r13_r6 | q_r6_r7,3.7244,0.5208,130500,130500,0,0.00
399,7,6,2,q_r8_r13 | q_r13_r5 | q_r5_r7,3.7244,2.1346,534000,534000,0,0.00
400,7,6,3,q_r8_r13 | q_r13_r3 | q_r3_r7,3.7244,0.4042,102000,102000,0,0.00
401,7,8,0,q_r8_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,2.5386,0.6944,174000,172500,1500,0.86
402,7,8,1,q_r8_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,2.5386,0.8975,225000,223500,1500,0.67
403,7,8,2,q_r8_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,2.5386,0.6813,171000,169500,1500,0.88
404,7,8,3,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,2.5386,0.2654,67500,67500,0,0.00
405,7,9,0,q_r8_r5 | q_r5_r1 | q_r1_r10,47.8476,11.9257,2982000,2980500,1500,0.05
406,7,9,1,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10,47.8476,10.9143,2730000,2727000,3000,0.11
407,7,9,2,q_r8_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,47.8476,2.6778,670500,669000,1500,0.22
408,7,9,3,q_r8_r13 | q_r13_r3 | q_r3_r1 | q_r1_r10,47.8476,22.3299,5583000,5581500,1500,0.03
409,7,10,0,q_r8_r5 | q_r5_r11,0.0607,0.0344,9000,7500,1500,16.67
410,7,10,1,q_r8_r13 | q_r13_r5 | q_r5_r11,0.0607,0.0198,6000,4500,1500,25.00
411,7,11,0,q_r8_r13 | q_r13_r12,2.6539,1.6676,417000,73500,343500,82.37
412,7,11,1,q_r8_r5 | q_r5_r13 | q_r13_r12,2.6539,0.3217,81000,10500,70500,87.04
413,7,11,2,q_r8_r5 | q_r5_r15 | q_r15_r12,2.6539,0.2402,61500,19500,42000,68.29
414,7,11,3,q_r8_r13 | q_r13_r5 | q_r5_r15 | q_r15_r12,2.6539,0.4245,106500,27000,79500,74.65
415,7,12,0,q_r8_r13,6.8268,6.4863,1623000,1621500,1500,0.09
416,7,12,1,q_r8_r5 | q_r5_r13,6.8268,0.3322,84000,82500,1500,1.79
417,7,13,0,q_r8_r5 | q_r5_r7 | q_r7_r14,0.0547,0.0174,4500,3000,1500,33.33
418,7,13,2,q_r8_r5 | q_r5_r15 | q_r15_r2 | q_r2_r14,0.0547,0.0159,4500,3000,1500,33.33
419,7,13,3,q_r8_r5 | q_r5_r7 | q_r7_r2 | q_r2_r14,0.0547,0.0160,4500,3000,1500,33.33
420,7,14,0,q_r8_r5 | q_r5_r15,10.5737,4.2696,1068000,1066500,1500,0.14
421,7,14,1,q_r8_r13 | q_r13_r12 | q_r12_r15,10.5737,6.2659,1567500,208500,1359000,86.70
422,7,14,3,q_r8_r5 | q_r5_r13 | q_r13_r12 | q_r12_r15,10.5737,0.0382,10500,0,10500,100.00
423,7,15,0,q_r8_r5 | q_r5_r1 | q_r1_r16,11.9988,3.0605,766500,765000,1500,0.20
424,7,15,1,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r16,11.9988,2.9083,727500,726000,1500,0.21
425,7,15,2,q_r8_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,11.9988,0.8611,216000,214500,1500,0.69
426,7,15,3,q_r8_r13 | q_r13_r3 | q_r3_r1 | q_r1_r16,11.9988,5.1689,1293000,1291500,1500,0.12
427,7,16,0,q_r8_r5 | q_r5_r19 | q_r19_r17,0.4694,0.0673,18000,16500,1500,8.33
428,7,16,1,q_r8_r5 | q_r5_r4 | q_r4_r17,0.4694,0.1028,27000,25500,1500,5.56
429,7,16,2,q_r8_r13 | q_r13_r5 | q_r5_r19 | q_r19_r17,0.4694,0.0879,22500,21000,1500,6.67
430,7,16,3,q_r8_r13 | q_r13_r5 | q_r5_r4 | q_r4_r17,0.4694,0.2114,54000,52500,1500,2.78
431,7,17,0,q_r8_r13 | q_r13_r6 | q_r6_r18,10.1919,6.5403,1636500,1635000,1500,0.09
432,7,17,1,q_r8_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,10.1919,1.3791,345000,343500,1500,0.43
433,7,17,2,q_r8_r5 | q_r5_r19 | q_r19_r22 | q_r22_r18,10.1919,1.2296,307500,306000,1500,0.49
434,7,17,3,q_r8_r5 | q_r5_r7 | q_r7_r22 | q_r22_r18,10.1919,1.0429,261000,259500,1500,0.57
435,7,18,0,q_r8_r5 | q_r5_r19,90.4504,34.5956,8649000,8647500,1500,0.02
436,7,18,1,q_r8_r13 | q_r13_r5 | q_r5_r19,90.4504,53.4316,13359000,13357500,1500,0.01
437,7,18,2,q_r8_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,90.4504,1.4451,361500,360000,1500,0.41
438,7,18,3,q_r8_r5 | q_r5_r15 | q_r15_r22 | q_r22_r19,90.4504,0.9782,246000,244500,1500,0.61
439,7,19,0,q_r8_r5 | q_r5_r1 | q_r1_r20,4.4531,1.3703,343500,342000,1500,0.44
440,7,19,1,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20,4.4531,1.0859,271500,270000,1500,0.55
441,7,19,2,q_r8_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,4.4531,1.8632,466500,465000,1500,0.32
442,7,19,3,q_r8_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,4.4531,0.1337,34500,33000,1500,4.35
443,7,20,0,q_r8_r5 | q_r5_r4 | q_r4_r21,0.1719,0.0546,15000,13500,1500,10.00
444,7,20,1,q_r8_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21,0.1719,0.0724,19500,18000,1500,7.69
445,7,20,2,q_r8_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,0.1719,0.0223,6000,4500,1500,25.00
446,7,20,3,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,0.1719,0.0226,6000,4500,1500,25.00
447,7,21,0,q_r8_r5 | q_r5_r19 | q_r19_r22,324.2523,92.5751,23145000,23142000,3000,0.01
448,7,21,1,q_r8_r5 | q_r5_r7 | q_r7_r22,324.2523,40.4628,10116000,10114500,1500,0.01
449,7,21,2,q_r8_r5 | q_r5_r15 | q_r15_r22,324.2523,98.5885,24648000,24646500,1500,0.01
450,7,21,3,q_r8_r5 | q_r5_r11 | q_r11_r22,324.2523,92.6259,23157000,23155500,1500,0.01
451,8,0,0,q_r9_r20 | q_r20_r1,1198.7203,526.9509,131739000,131733000,6000,0.00
452,8,0,1,q_r9_r10 | q_r10_r1,1198.7203,398.6216,99655500,99654000,1500,0.00
453,8,0,2,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1,1198.7203,262.1695,65542500,65539500,3000,0.00
454,8,0,3,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1,1198.7203,10.9784,2745000,2745000,0,0.00
455,8,2,0,q_r9_r20 | q_r20_r1 | q_r1_r3,8.9160,8.0193,2005500,2004000,1500,0.07
456,8,2,1,q_r9_r10 | q_r10_r1 | q_r1_r3,8.9160,0.1432,36000,36000,0,0.00
457,8,2,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r13 | q_r13_r3,8.9160,0.3991,100500,100500,0,0.00
458,8,2,3,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r3,8.9160,0.3545,90000,90000,0,0.00
459,8,4,0,q_r9_r20 | q_r20_r1 | q_r1_r5,139.7605,71.9522,17989500,17988000,1500,0.01
460,8,4,1,q_r9_r10 | q_r10_r1 | q_r1_r5,139.7605,41.6860,10422000,10422000,0,0.00
461,8,4,2,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r5,139.7605,14.4283,3607500,3607500,0,0.00
462,8,4,3,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r5,139.7605,11.6939,2923500,2923500,0,0.00
463,8,6,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r7,0.2995,0.1539,39000,39000,0,0.00
464,8,6,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r7,0.2995,0.0186,6000,6000,0,0.00
465,8,6,2,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r7,0.2995,0.0666,18000,18000,0,0.00
466,8,6,3,q_r9_r10 | q_r10_r1 | q_r1_r3 | q_r3_r7,0.2995,0.0603,16500,16500,0,0.00
467,8,7,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r8,0.0873,0.0268,7500,7500,0,0.00
468,8,7,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r8,0.0873,0.0246,7500,7500,0,0.00
469,8,7,2,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r8,0.0873,0.0109,3000,3000,0,0.00
470,8,7,3,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r13 | q_r13_r8,0.0873,0.0250,7500,7500,0,0.00
471,8,9,0,q_r9_r10,315.1640,276.2216,69055500,69054000,1500,0.00
472,8,9,1,q_r9_r20 | q_r20_r1 | q_r1_r10,315.1640,32.8477,8212500,8212500,0,0.00
473,8,9,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,315.1640,4.0379,1009500,1009500,0,0.00
474,8,9,3,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,315.1640,2.0568,514500,514500,0,0.00
475,8,13,2,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r7 | q_r7_r14,0.0765,0.0373,10500,10500,0,0.00
476,8,13,3,q_r9_r10 | q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r14,0.0765,0.0312,9000,7500,1500,16.67
477,8,14,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r15,0.7757,0.3508,88500,88500,0,0.00
