src,dst,path_idx,path_hops,demand_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
5,8,1,q_r6_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,0.0709,7500,7500,0,0.00
5,8,2,q_r6_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,0.0709,6000,4500,1500,25.00
5,9,0,q_r6_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10,12.2084,141000,139500,1500,1.06
5,9,1,q_r6_r7 | q_r7_r3 | q_r3_r1 | q_r1_r10,12.2084,180000,180000,0,0.00
5,9,2,q_r6_r13 | q_r13_r3 | q_r3_r1 | q_r1_r10,12.2084,2023500,2022000,1500,0.07
5,9,3,q_r6_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10,12.2084,709500,709500,0,0.00
5,10,2,q_r6_r7 | q_r7_r22 | q_r22_r11,0.0952,19500,19500,0,0.00
5,10,3,q_r6_r7 | q_r7_r5 | q_r5_r11,0.0952,3000,1500,1500,50.00
5,11,0,q_r6_r13 | q_r13_r12,2.5480,187500,33000,154500,82.40
5,11,1,q_r6_r18 | q_r18_r22 | q_r22_r15 | q_r15_r12,2.5480,60000,15000,45000,75.00
5,11,2,q_r6_r13 | q_r13_r5 | q_r5_r15 | q_r15_r12,2.5480,382500,103500,279000,72.94
5,11,3,q_r6_r7 | q_r7_r22 | q_r22_r15 | q_r15_r12,2.5480,9000,3000,6000,66.67
5,12,0,q_r6_r13,28.8354,7209000,7209000,0,0.00
5,13,0,q_r6_r7 | q_r7_r14,0.1626,25500,24000,1500,5.88
5,13,1,q_r6_r7 | q_r7_r2 | q_r2_r14,0.1626,16500,16500,0,0.00
5,14,0,q_r6_r18 | q_r18_r22 | q_r22_r15,16.2534,1093500,1093500,0,0.00
5,14,1,q_r6_r13 | q_r13_r12 | q_r12_r15,16.2534,652500,93000,559500,85.75
5,14,2,q_r6_r7 | q_r7_r22 | q_r22_r15,16.2534,2277000,2277000,0,0.00
5,14,3,q_r6_r13 | q_r13_r5 | q_r5_r15,16.2534,43500,40500,3000,6.90
5,15,0,q_r6_r18 | q_r18_r22 | q_r22_r16,6.2191,1390500,1390500,0,0.00
5,15,1,q_r6_r7 | q_r7_r22 | q_r22_r16,6.2191,162000,160500,1500,0.93
5,16,0,q_r6_r18 | q_r18_r22 | q_r22_r19 | q_r19_r17,0.9166,48000,48000,0,0.00
5,16,2,q_r6_r7 | q_r7_r22 | q_r22_r19 | q_r19_r17,0.9166,175500,174000,1500,0.85
5,16,3,q_r6_r13 | q_r13_r5 | q_r5_r4 | q_r4_r17,0.9166,6000,4500,1500,25.00
5,17,0,q_r6_r18,2.9771,726000,726000,0,0.00
5,17,1,q_r6_r7 | q_r7_r22 | q_r22_r18,2.9771,19500,18000,1500,7.69
5,18,0,q_r6_r18 | q_r18_r22 | q_r22_r19,7.1845,52500,52500,0,0.00
5,18,1,q_r6_r13 | q_r13_r5 | q_r5_r19,7.1845,82500,81000,1500,1.82
5,18,2,q_r6_r7 | q_r7_r22 | q_r22_r19,7.1845,1660500,1659000,1500,0.09
5,18,3,q_r6_r7 | q_r7_r5 | q_r5_r19,7.1845,3000,1500,1500,50.00
5,19,0,q_r6_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20,1.4699,66000,64500,1500,2.27
5,19,1,q_r6_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20,1.4699,10500,9000,1500,14.29
5,19,2,q_r6_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,1.4699,160500,159000,1500,0.93
5,19,3,q_r6_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20,1.4699,135000,133500,1500,1.11
5,20,0,q_r6_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21,0.0245,4500,3000,1500,33.33
5,21,0,q_r6_r18 | q_r18_r22,24.5536,6136500,6136500,0,0.00
6,0,0,q_r7_r3 | q_r3_r1,4.9834,118500,118500,0,0.00
6,0,1,q_r7_r5 | q_r5_r1,4.9834,1128000,1128000,0,0.00
6,1,0,q_r7_r2,12.9810,3148500,3148500,0,0.00
6,1,2,q_r7_r22 | q_r22_r15 | q_r15_r2,12.9810,60000,60000,0,0.00
6,1,3,q_r7_r5 | q_r5_r15 | q_r15_r2,12.9810,40500,40500,0,0.00
6,2,0,q_r7_r3,46.9888,11745000,11743500,1500,0.01
6,2,2,q_r7_r5 | q_r5_r13 | q_r13_r3,46.9888,4500,4500,0,0.00
6,3,0,q_r7_r5 | q_r5_r4,11.9825,2914500,2914500,0,0.00
6,3,1,q_r7_r22 | q_r22_r19 | q_r19_r17 | q_r17_r4,11.9825,39000,37500,1500,3.85
6,3,2,q_r7_r5 | q_r5_r19 | q_r19_r17 | q_r17_r4,11.9825,43500,43500,0,0.00
6,4,0,q_r7_r5,40.3589,10045500,10045500,0,0.00
6,4,1,q_r7_r22 | q_r22_r19 | q_r19_r5,40.3589,18000,18000,0,0.00
6,4,3,q_r7_r22 | q_r22_r15 | q_r15_r5,40.3589,28500,28500,0,0.00
6,5,0,q_r7_r6,34.0183,8505000,8505000,0,0.00
6,7,0,q_r7_r5 | q_r5_r8,7.6092,367500,367500,0,0.00
6,7,1,q_r7_r3 | q_r3_r13 | q_r13_r8,7.6092,7500,7500,0,0.00
6,7,2,q_r7_r5 | q_r5_r13 | q_r13_r8,7.6092,1105500,1105500,0,0.00
6,7,3,q_r7_r6 | q_r6_r13 | q_r13_r8,7.6092,424500,424500,0,0.00
6,8,0,q_r7_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,0.8725,88500,88500,0,0.00
6,8,1,q_r7_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.8725,84000,84000,0,0.00
6,8,2,q_r7_r3 | q_r3_r1 | q_r1_r10 | q_r10_r9,0.8725,7500,7500,0,0.00
6,8,3,q_r7_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,0.8725,40500,40500,0,0.00
6,9,0,q_r7_r3 | q_r3_r1 | q_r1_r10,0.5988,7500,7500,0,0.00
6,9,1,q_r7_r5 | q_r5_r1 | q_r1_r10,0.5988,96000,96000,0,0.00
6,9,3,q_r7_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,0.5988,48000,48000,0,0.00
6,10,0,q_r7_r22 | q_r22_r11,0.1177,3000,3000,0,0.00
6,10,1,q_r7_r5 | q_r5_r11,0.1177,22500,22500,0,0.00
6,10,2,q_r7_r22 | q_r22_r19 | q_r19_r5 | q_r5_r11,0.1177,4500,4500,0,0.00
6,11,0,q_r7_r22 | q_r22_r15 | q_r15_r12,1.0772,4500,1500,3000,66.67
6,11,1,q_r7_r3 | q_r3_r13 | q_r13_r12,1.0772,150000,19500,130500,87.00
6,11,3,q_r7_r5 | q_r5_r13 | q_r13_r12,1.0772,117000,19500,97500,83.33
6,12,0,q_r7_r3 | q_r3_r13,4.1318,19500,19500,0,0.00
6,12,1,q_r7_r6 | q_r6_r13,4.1318,130500,130500,0,0.00
6,12,2,q_r7_r5 | q_r5_r13,4.1318,885000,885000,0,0.00
6,13,0,q_r7_r14,0.6526,93000,93000,0,0.00
6,13,1,q_r7_r2 | q_r2_r14,0.6526,28500,28500,0,0.00
6,13,2,q_r7_r22 | q_r22_r15 | q_r15_r2 | q_r2_r14,0.6526,42000,42000,0,0.00
6,13,3,q_r7_r5 | q_r5_r15 | q_r15_r2 | q_r2_r14,0.6526,3000,1500,1500,50.00
6,14,0,q_r7_r22 | q_r22_r15,507.8288,1411500,1411500,0,0.00
6,14,1,q_r7_r5 | q_r5_r15,507.8288,9810000,9808500,1500,0.02
6,14,2,q_r7_r2 | q_r2_r15,507.8288,115738500,115734000,4500,0.00
6,15,0,q_r7_r22 | q_r22_r16,8.8196,1561500,1561500,0,0.00
6,15,2,q_r7_r5 | q_r5_r1 | q_r1_r16,8.8196,592500,591000,1500,0.25
6,15,3,q_r7_r6 | q_r6_r18 | q_r18_r22 | q_r22_r16,8.8196,52500,52500,0,0.00
6,16,0,q_r7_r22 | q_r22_r19 | q_r19_r17,8.6488,462000,462000,0,0.00
6,16,1,q_r7_r5 | q_r5_r19 | q_r19_r17,8.6488,1647000,1645500,1500,0.09
6,16,2,q_r7_r5 | q_r5_r4 | q_r4_r17,8.6488,54000,52500,1500,2.78
6,17,0,q_r7_r22 | q_r22_r18,1.6406,163500,163500,0,0.00
6,17,1,q_r7_r6 | q_r6_r18,1.6406,243000,243000,0,0.00
6,17,2,q_r7_r3 | q_r3_r13 | q_r13_r6 | q_r6_r18,1.6406,4500,4500,0,0.00
6,18,0,q_r7_r22 | q_r22_r19,48.3809,412500,412500,0,0.00
6,18,1,q_r7_r5 | q_r5_r19,48.3809,11616000,11614500,1500,0.01
6,18,2,q_r7_r22 | q_r22_r15 | q_r15_r5 | q_r5_r19,48.3809,69000,69000,0,0.00
6,19,0,q_r7_r3 | q_r3_r1 | q_r1_r20,5.3992,420000,420000,0,0.00
6,19,1,q_r7_r5 | q_r5_r1 | q_r1_r20,5.3992,856500,855000,1500,0.18
6,19,3,q_r7_r3 | q_r3_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,5.3992,76500,76500,0,0.00
6,20,0,q_r7_r5 | q_r5_r4 | q_r4_r21,3.0286,657000,655500,1500,0.23
6,20,1,q_r7_r3 | q_r3_r1 | q_r1_r10 | q_r10_r21,3.0286,13500,13500,0,0.00
6,20,2,q_r7_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,3.0286,87000,85500,1500,1.72
6,21,0,q_r7_r22,19.2219,4806000,4806000,0,0.00
7,0,0,q_r8_r5 | q_r5_r1,61.1644,4540500,4539000,1500,0.03
7,0,1,q_r8_r13 | q_r13_r5 | q_r5_r1,61.1644,3313500,3313500,0,0.00
7,0,2,q_r8_r13 | q_r13_r3 | q_r3_r1,61.1644,7300500,7299000,1500,0.02
7,0,3,q_r8_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1,61.1644,139500,139500,0,0.00
7,1,0,q_r8_r5 | q_r5_r7 | q_r7_r2,2.1914,160500,160500,0,0.00
7,1,1,q_r8_r5 | q_r5_r15 | q_r15_r2,2.1914,169500,169500,0,0.00
7,1,2,q_r8_r13 | q_r13_r12 | q_r12_r15 | q_r15_r2,2.1914,138000,27000,111000,80.43
7,1,3,q_r8_r5 | q_r5_r7 | q_r7_r14 | q_r14_r2,2.1914,82500,82500,0,0.00
7,2,0,q_r8_r13 | q_r13_r3,23.5212,4288500,4288500,0,0.00
7,2,1,q_r8_r5 | q_r5_r13 | q_r13_r3,23.5212,522000,522000,0,0.00
7,2,2,q_r8_r5 | q_r5_r7 | q_r7_r3,23.5212,585000,585000,0,0.00
7,2,3,q_r8_r5 | q_r5_r1 | q_r1_r3,23.5212,487500,486000,1500,0.31
7,3,0,q_r8_r5 | q_r5_r4,1.2012,138000,138000,0,0.00
7,3,1,q_r8_r13 | q_r13_r5 | q_r5_r4,1.2012,153000,153000,0,0.00
7,3,2,q_r8_r5 | q_r5_r19 | q_r19_r17 | q_r17_r4,1.2012,4500,4500,0,0.00
7,3,3,q_r8_r13 | q_r13_r12 | q_r12_r15 | q_r15_r5 | q_r5_r4,1.2012,9000,0,9000,100.00
7,4,0,q_r8_r5,3404.1970,316159500,316156500,3000,0.00
7,4,1,q_r8_r13 | q_r13_r5,3404.1970,297034500,297028500,6000,0.00
7,4,2,q_r8_r13 | q_r13_r12 | q_r12_r15 | q_r15_r5,3404.1970,64414500,11631000,52783500,81.94
7,4,3,q_r8_r13 | q_r13_r6 | q_r6_r7 | q_r7_r5,3404.1970,173442000,173436000,6000,0.00
7,5,0,q_r8_r13 | q_r13_r6,3.2709,582000,582000,0,0.00
7,5,1,q_r8_r5 | q_r5_r13 | q_r13_r6,3.2709,76500,76500,0,0.00
7,5,2,q_r8_r5 | q_r5_r7 | q_r7_r6,3.2709,66000,66000,0,0.00
7,5,3,q_r8_r13 | q_r13_r5 | q_r5_r7 | q_r7_r6,3.2709,96000,96000,0,0.00
7,6,0,q_r8_r5 | q_r5_r7,3.7244,166500,166500,0,0.00
7,6,1,q_r8_r13 | q_r13_r6 | q_r6_r7,3.7244,130500,130500,0,0.00
7,6,2,q_r8_r13 | q_r13_r5 | q_r5_r7,3.7244,534000,534000,0,0.00
7,6,3,q_r8_r13 | q_r13_r3 | q_r3_r7,3.7244,102000,102000,0,0.00
7,8,0,q_r8_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,2.5386,174000,172500,1500,0.86
7,8,1,q_r8_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,2.5386,225000,223500,1500,0.67
7,8,2,q_r8_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,2.5386,171000,169500,1500,0.88
7,8,3,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,2.5386,67500,67500,0,0.00
7,9,0,q_r8_r5 | q_r5_r1 | q_r1_r10,47.8476,2982000,2980500,1500,0.05
7,9,1,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10,47.8476,2730000,2727000,3000,0.11
7,9,2,q_r8_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,47.8476,670500,669000,1500,0.22
7,9,3,q_r8_r13 | q_r13_r3 | q_r3_r1 | q_r1_r10,47.8476,5583000,5581500,1500,0.03
7,10,0,q_r8_r5 | q_r5_r11,0.0607,9000,7500,1500,16.67
7,10,1,q_r8_r13 | q_r13_r5 | q_r5_r11,0.0607,6000,4500,1500,25.00
7,11,0,q_r8_r13 | q_r13_r12,2.6539,417000,73500,343500,82.37
7,11,1,q_r8_r5 | q_r5_r13 | q_r13_r12,2.6539,81000,10500,70500,87.04
7,11,2,q_r8_r5 | q_r5_r15 | q_r15_r12,2.6539,61500,19500,42000,68.29
7,11,3,q_r8_r13 | q_r13_r5 | q_r5_r15 | q_r15_r12,2.6539,106500,27000,79500,74.65
7,12,0,q_r8_r13,6.8268,1623000,1621500,1500,0.09
7,12,1,q_r8_r5 | q_r5_r13,6.8268,84000,82500,1500,1.79
7,13,0,q_r8_r5 | q_r5_r7 | q_r7_r14,0.0547,4500,3000,1500,33.33
7,13,2,q_r8_r5 | q_r5_r15 | q_r15_r2 | q_r2_r14,0.0547,4500,3000,1500,33.33
7,13,3,q_r8_r5 | q_r5_r7 | q_r7_r2 | q_r2_r14,0.0547,4500,3000,1500,33.33
7,14,0,q_r8_r5 | q_r5_r15,10.5737,1068000,1066500,1500,0.14
7,14,1,q_r8_r13 | q_r13_r12 | q_r12_r15,10.5737,1567500,208500,1359000,86.70
7,14,3,q_r8_r5 | q_r5_r13 | q_r13_r12 | q_r12_r15,10.5737,10500,0,10500,100.00
7,15,0,q_r8_r5 | q_r5_r1 | q_r1_r16,11.9988,766500,765000,1500,0.20
7,15,1,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r16,11.9988,727500,726000,1500,0.21
7,15,2,q_r8_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,11.9988,216000,214500,1500,0.69
7,15,3,q_r8_r13 | q_r13_r3 | q_r3_r1 | q_r1_r16,11.9988,1293000,1291500,1500,0.12
7,16,0,q_r8_r5 | q_r5_r19 | q_r19_r17,0.4694,18000,16500,1500,8.33
7,16,1,q_r8_r5 | q_r5_r4 | q_r4_r17,0.4694,27000,25500,1500,5.56
7,16,2,q_r8_r13 | q_r13_r5 | q_r5_r19 | q_r19_r17,0.4694,22500,21000,1500,6.67
7,16,3,q_r8_r13 | q_r13_r5 | q_r5_r4 | q_r4_r17,0.4694,54000,52500,1500,2.78
7,17,0,q_r8_r13 | q_r13_r6 | q_r6_r18,10.1919,1636500,1635000,1500,0.09
7,17,1,q_r8_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,10.1919,345000,343500,1500,0.43
7,17,2,q_r8_r5 | q_r5_r19 | q_r19_r22 | q_r22_r18,10.1919,307500,306000,1500,0.49
7,17,3,q_r8_r5 | q_r5_r7 | q_r7_r22 | q_r22_r18,10.1919,261000,259500,1500,0.57
7,18,0,q_r8_r5 | q_r5_r19,90.4504,8649000,8647500,1500,0.02
7,18,1,q_r8_r13 | q_r13_r5 | q_r5_r19,90.4504,13359000,13357500,1500,0.01
7,18,2,q_r8_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,90.4504,361500,360000,1500,0.41
7,18,3,q_r8_r5 | q_r5_r15 | q_r15_r22 | q_r22_r19,90.4504,246000,244500,1500,0.61
7,19,0,q_r8_r5 | q_r5_r1 | q_r1_r20,4.4531,343500,342000,1500,0.44
7,19,1,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20,4.4531,271500,270000,1500,0.55
7,19,2,q_r8_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,4.4531,466500,465000,1500,0.32
7,19,3,q_r8_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,4.4531,34500,33000,1500,4.35
7,20,0,q_r8_r5 | q_r5_r4 | q_r4_r21,0.1719,15000,13500,1500,10.00
7,20,1,q_r8_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21,0.1719,19500,18000,1500,7.69
7,20,2,q_r8_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,0.1719,6000,4500,1500,25.00
7,20,3,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,0.1719,6000,4500,1500,25.00
7,21,0,q_r8_r5 | q_r5_r19 | q_r19_r22,324.2523,23145000,23142000,3000,0.01
7,21,1,q_r8_r5 | q_r5_r7 | q_r7_r22,324.2523,10116000,10114500,1500,0.01
7,21,2,q_r8_r5 | q_r5_r15 | q_r15_r22,324.2523,24648000,24646500,1500,0.01
7,21,3,q_r8_r5 | q_r5_r11 | q_r11_r22,324.2523,23157000,23155500,1500,0.01
8,0,0,q_r9_r20 | q_r20_r1,1198.7203,131739000,131733000,6000,0.00
8,0,1,q_r9_r10 | q_r10_r1,1198.7203,99655500,99654000,1500,0.00
8,0,2,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1,1198.7203,65542500,65539500,3000,0.00
8,0,3,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1,1198.7203,2745000,2745000,0,0.00
8,2,0,q_r9_r20 | q_r20_r1 | q_r1_r3,8.9160,2005500,2004000,1500,0.07
8,2,1,q_r9_r10 | q_r10_r1 | q_r1_r3,8.9160,36000,36000,0,0.00
8,2,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r13 | q_r13_r3,8.9160,100500,100500,0,0.00
8,2,3,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r3,8.9160,90000,90000,0,0.00
8,4,0,q_r9_r20 | q_r20_r1 | q_r1_r5,139.7605,17989500,17988000,1500,0.01
8,4,1,q_r9_r10 | q_r10_r1 | q_r1_r5,139.7605,10422000,10422000,0,0.00
8,4,2,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r5,139.7605,3607500,3607500,0,0.00
8,4,3,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r5,139.7605,2923500,2923500,0,0.00
8,6,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r7,0.2995,39000,39000,0,0.00
8,6,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r7,0.2995,6000,6000,0,0.00
8,6,2,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r7,0.2995,18000,18000,0,0.00
8,6,3,q_r9_r10 | q_r10_r1 | q_r1_r3 | q_r3_r7,0.2995,16500,16500,0,0.00
8,7,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r8,0.0873,7500,7500,0,0.00
8,7,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r8,0.0873,7500,7500,0,0.00
8,7,2,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r8,0.0873,3000,3000,0,0.00
8,7,3,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r13 | q_r13_r8,0.0873,7500,7500,0,0.00
8,9,0,q_r9_r10,315.1640,69055500,69054000,1500,0.00
8,9,1,q_r9_r20 | q_r20_r1 | q_r1_r10,315.1640,8212500,8212500,0,0.00
8,9,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,315.1640,1009500,1009500,0,0.00
8,9,3,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,315.1640,514500,514500,0,0.00
8,13,2,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r7 | q_r7_r14,0.0765,10500,10500,0,0.00
8,13,3,q_r9_r10 | q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r14,0.0765,9000,7500,1500,16.67
8,14,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r15,0.7757,88500,88500,0,0.00
8,14,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r15,0.7757,57000,57000,0,0.00
8,14,2,q_r9_r20 | q_r20_r1 | q_r1_r16 | q_r16_r22 | q_r22_r15,0.7757,51000,49500,1500,2.94
8,15,0,q_r9_r20 | q_r20_r1 | q_r1_r16,3.2912,412500,411000,1500,0.36
8,15,1,q_r9_r10 | q_r10_r1 | q_r1_r16,3.2912,336000,336000,0,0.00
8,15,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,3.2912,42000,40500,1500,3.57
8,15,3,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r16,3.2912,34500,34500,0,0.00
8,17,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,0.1605,27000,25500,1500,5.56
8,17,3,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,0.1605,13500,12000,1500,11.11
8,18,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r19,27.8585,3138000,3136500,1500,0.05
8,18,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r19,27.8585,2161500,2160000,1500,0.07
8,18,2,q_r9_r20 | q_r20_r1 | q_r1_r16 | q_r16_r22 | q_r22_r19,27.8585,1665000,1663500,1500,0.09
8,19,0,q_r9_r20,24.6029,6126000,6124500,1500,0.02
8,19,1,q_r9_r10 | q_r10_r1 | q_r1_r20,24.6029,22500,21000,1500,6.67
8,19,2,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r20,24.6029,4500,3000,1500,33.33
8,21,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22,0.1500,28500,27000,1500,5.26
8,21,3,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22,0.1500,10500,9000,1500,14.29
9,0,0,q_r10_r1,3199.0989,723075000,723072000,3000,0.00
9,0,1,q_r10_r9 | q_r9_r20 | q_r20_r1,3199.0989,2392500,2392500,0,0.00
9,0,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1,3199.0989,54235500,54234000,1500,0.00
9,0,3,q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1,3199.0989,20073000,20073000,0,0.00
9,1,0,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2,2.6582,9000,9000,0,0.00
9,1,1,q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r2,2.6582,168000,166500,1500,0.89
9,1,2,q_r10_r1 | q_r1_r5 | q_r5_r15 | q_r15_r2,2.6582,324000,324000,0,0.00
9,1,3,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r7 | q_r7_r2,2.6582,166500,165000,1500,0.90
9,2,0,q_r10_r1 | q_r1_r3,19.6725,4914000,4914000,0,0.00
9,2,3,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r3,19.6725,4500,4500,0,0.00
9,4,0,q_r10_r1 | q_r1_r5,425.2596,53179500,53179500,0,0.00
9,4,1,q_r10_r21 | q_r21_r4 | q_r4_r5,425.2596,52635000,52633500,1500,0.00
9,4,2,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r5,425.2596,501000,501000,0,0.00
9,5,0,q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6,0.2790,12000,12000,0,0.00
9,5,1,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r6,0.2790,18000,18000,0,0.00
9,5,2,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r6,0.2790,24000,24000,0,0.00
9,5,3,q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r6,0.2790,19500,19500,0,0.00
9,6,0,q_r10_r1 | q_r1_r5 | q_r5_r7,1.0212,58500,58500,0,0.00
9,6,1,q_r10_r1 | q_r1_r3 | q_r3_r7,1.0212,94500,94500,0,0.00
9,6,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r7,1.0212,103500,103500,0,0.00
9,7,0,q_r10_r1 | q_r1_r5 | q_r5_r8,0.3699,24000,24000,0,0.00
9,7,1,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r8,0.3699,27000,27000,0,0.00
9,7,2,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r8,0.3699,9000,7500,1500,16.67
9,7,3,q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r8,0.3699,36000,34500,1500,4.17
9,8,0,q_r10_r9,377.0384,91078500,91077000,1500,0.00
9,8,1,q_r10_r1 | q_r1_r20 | q_r20_r9,377.0384,2956500,2955000,1500,0.05
9,8,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,377.0384,202500,202500,0,0.00
9,8,3,q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,377.0384,25500,25500,0,0.00
9,10,0,q_r10_r1 | q_r1_r5 | q_r5_r11,0.0619,4500,3000,1500,33.33
9,10,1,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r11,0.0619,6000,6000,0,0.00
9,10,3,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r11,0.0619,7500,6000,1500,20.00
9,13,0,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r14,0.6088,6000,4500,1500,25.00
9,13,1,q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r14,0.6088,91500,90000,1500,1.64
9,13,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r7 | q_r7_r14,0.6088,48000,46500,1500,3.12
9,13,3,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2 | q_r2_r14,0.6088,10500,9000,1500,14.29
9,14,0,q_r10_r1 | q_r1_r5 | q_r5_r15,23.6364,1815000,1813500,1500,0.08
9,14,1,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r15,23.6364,4092000,4092000,0,0.00
9,14,3,q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r12 | q_r12_r15,23.6364,3000,0,3000,100.00
9,15,0,q_r10_r1 | q_r1_r16,6.9851,1579500,1578000,1500,0.09
9,15,2,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,6.9851,6000,4500,1500,25.00
