src,dst,path_idx,path_hops,sent_bytes,delivered_bytes,loss_bytes,loss_pct
6,3,0,q_r7_r5 | q_r5_r4,4413000,4413000,0,0.00
6,3,1,q_r7_r22 | q_r22_r19 | q_r19_r17 | q_r17_r4,57000,57000,0,0.00
6,3,2,q_r7_r5 | q_r5_r19 | q_r19_r17 | q_r17_r4,66000,66000,0,0.00
6,4,0,q_r7_r5,6697500,6697500,0,0.00
6,4,1,q_r7_r22 | q_r22_r19 | q_r19_r5,12000,12000,0,0.00
6,4,3,q_r7_r22 | q_r22_r15 | q_r15_r5,19500,19500,0,0.00
6,5,0,q_r7_r6,10750500,10750500,0,0.00
6,7,0,q_r7_r5 | q_r5_r8,415500,415500,0,0.00
6,7,1,q_r7_r3 | q_r3_r13 | q_r13_r8,9000,9000,0,0.00
6,7,2,q_r7_r5 | q_r5_r13 | q_r13_r8,1246500,1246500,0,0.00
6,7,3,q_r7_r6 | q_r6_r13 | q_r13_r8,478500,478500,0,0.00
6,8,0,q_r7_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,31500,31500,0,0.00
6,8,1,q_r7_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,30000,28500,1500,5.00
6,8,3,q_r7_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,15000,15000,0,0.00
6,9,0,q_r7_r3 | q_r3_r1 | q_r1_r10,10500,10500,0,0.00
6,9,1,q_r7_r5 | q_r5_r1 | q_r1_r10,145500,145500,0,0.00
6,9,3,q_r7_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,73500,73500,0,0.00
6,10,1,q_r7_r5 | q_r5_r11,13500,13500,0,0.00
6,11,0,q_r7_r22 | q_r22_r15 | q_r15_r12,6000,3000,3000,50.00
6,11,1,q_r7_r3 | q_r3_r13 | q_r13_r12,228000,40500,187500,82.24
6,11,3,q_r7_r5 | q_r5_r13 | q_r13_r12,177000,22500,154500,87.29
6,12,0,q_r7_r3 | q_r3_r13,9000,9000,0,0.00
6,12,1,q_r7_r6 | q_r6_r13,54000,54000,0,0.00
6,12,2,q_r7_r5 | q_r5_r13,358500,358500,0,0.00
6,13,0,q_r7_r14,30000,30000,0,0.00
6,13,1,q_r7_r2 | q_r2_r14,9000,9000,0,0.00
6,13,2,q_r7_r22 | q_r22_r15 | q_r15_r2 | q_r2_r14,13500,13500,0,0.00
6,14,0,q_r7_r22 | q_r22_r15,1212000,1212000,0,0.00
6,14,1,q_r7_r5 | q_r5_r15,8430000,8430000,0,0.00
6,14,2,q_r7_r2 | q_r2_r15,99445500,99444000,1500,0.00
6,15,0,q_r7_r22 | q_r22_r16,1489500,1489500,0,0.00
6,15,2,q_r7_r5 | q_r5_r1 | q_r1_r16,565500,564000,1500,0.27
6,15,3,q_r7_r6 | q_r6_r18 | q_r18_r22 | q_r22_r16,49500,49500,0,0.00
6,16,0,q_r7_r22 | q_r22_r19 | q_r19_r17,399000,399000,0,0.00
6,16,1,q_r7_r5 | q_r5_r19 | q_r19_r17,1419000,1417500,1500,0.11
6,16,2,q_r7_r5 | q_r5_r4 | q_r4_r17,46500,45000,1500,3.23
6,17,0,q_r7_r22 | q_r22_r18,118500,118500,0,0.00
6,17,1,q_r7_r6 | q_r6_r18,177000,177000,0,0.00
6,18,0,q_r7_r22 | q_r22_r19,592500,592500,0,0.00
6,18,1,q_r7_r5 | q_r5_r19,16678500,16677000,1500,0.01
6,18,2,q_r7_r22 | q_r22_r15 | q_r15_r5 | q_r5_r19,97500,97500,0,0.00
6,19,0,q_r7_r3 | q_r3_r1 | q_r1_r20,348000,348000,0,0.00
6,19,1,q_r7_r5 | q_r5_r1 | q_r1_r20,709500,708000,1500,0.21
6,19,3,q_r7_r3 | q_r3_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,63000,63000,0,0.00
6,20,0,q_r7_r5 | q_r5_r4 | q_r4_r21,471000,469500,1500,0.32
6,20,1,q_r7_r3 | q_r3_r1 | q_r1_r10 | q_r10_r21,10500,10500,0,0.00
6,20,2,q_r7_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,63000,61500,1500,2.38
6,21,0,q_r7_r22,3652500,3652500,0,0.00
7,0,0,q_r8_r5 | q_r5_r1,4747500,4747500,0,0.00
7,0,1,q_r8_r13 | q_r13_r5 | q_r5_r1,3466500,3465000,1500,0.04
7,0,2,q_r8_r13 | q_r13_r3 | q_r3_r1,7635000,7633500,1500,0.02
7,0,3,q_r8_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1,147000,147000,0,0.00
7,1,0,q_r8_r5 | q_r5_r7 | q_r7_r2,31500,31500,0,0.00
7,1,1,q_r8_r5 | q_r5_r15 | q_r15_r2,33000,33000,0,0.00
7,1,2,q_r8_r13 | q_r13_r12 | q_r12_r15 | q_r15_r2,27000,1500,25500,94.44
7,1,3,q_r8_r5 | q_r5_r7 | q_r7_r14 | q_r14_r2,16500,16500,0,0.00
7,2,0,q_r8_r13 | q_r13_r3,3828000,3828000,0,0.00
7,2,1,q_r8_r5 | q_r5_r13 | q_r13_r3,466500,466500,0,0.00
7,2,2,q_r8_r5 | q_r5_r7 | q_r7_r3,523500,523500,0,0.00
7,2,3,q_r8_r5 | q_r5_r1 | q_r1_r3,435000,435000,0,0.00
7,3,0,q_r8_r5 | q_r5_r4,478500,478500,0,0.00
7,3,1,q_r8_r13 | q_r13_r5 | q_r5_r4,529500,529500,0,0.00
7,3,2,q_r8_r5 | q_r5_r19 | q_r19_r17 | q_r17_r4,15000,15000,0,0.00
7,3,3,q_r8_r13 | q_r13_r12 | q_r12_r15 | q_r15_r5 | q_r5_r4,27000,1500,25500,94.44
7,4,0,q_r8_r5,293692500,293691000,1500,0.00
7,4,1,q_r8_r13 | q_r13_r5,274209000,274203000,6000,0.00
7,4,2,q_r8_r13 | q_r13_r12 | q_r12_r15 | q_r15_r5,55630500,10621500,45009000,80.91
7,4,3,q_r8_r13 | q_r13_r6 | q_r6_r7 | q_r7_r5,155353500,155349000,4500,0.00
7,5,0,q_r8_r13 | q_r13_r6,552000,552000,0,0.00
7,5,1,q_r8_r5 | q_r5_r13 | q_r13_r6,72000,72000,0,0.00
7,5,2,q_r8_r5 | q_r5_r7 | q_r7_r6,63000,63000,0,0.00
7,5,3,q_r8_r13 | q_r13_r5 | q_r5_r7 | q_r7_r6,91500,91500,0,0.00
7,6,0,q_r8_r5 | q_r5_r7,136500,136500,0,0.00
7,6,1,q_r8_r13 | q_r13_r6 | q_r6_r7,106500,106500,0,0.00
7,6,2,q_r8_r13 | q_r13_r5 | q_r5_r7,435000,435000,0,0.00
7,6,3,q_r8_r13 | q_r13_r3 | q_r3_r7,82500,82500,0,0.00
7,8,0,q_r8_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,108000,108000,0,0.00
7,8,1,q_r8_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,139500,138000,1500,1.08
7,8,2,q_r8_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,106500,105000,1500,1.41
7,8,3,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,42000,42000,0,0.00
7,9,0,q_r8_r5 | q_r5_r1 | q_r1_r10,2673000,2671500,1500,0.06
7,9,1,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10,2446500,2445000,1500,0.06
7,9,2,q_r8_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,601500,600000,1500,0.25
7,9,3,q_r8_r13 | q_r13_r3 | q_r3_r1 | q_r1_r10,5005500,5002500,3000,0.06
7,10,0,q_r8_r5 | q_r5_r11,16500,15000,1500,9.09
7,10,1,q_r8_r13 | q_r13_r5 | q_r5_r11,10500,9000,1500,14.29
7,11,0,q_r8_r13 | q_r13_r12,94500,9000,85500,90.48
7,11,1,q_r8_r5 | q_r5_r13 | q_r13_r12,19500,3000,16500,84.62
7,11,2,q_r8_r5 | q_r5_r15 | q_r15_r12,13500,3000,10500,77.78
7,11,3,q_r8_r13 | q_r13_r5 | q_r5_r15 | q_r15_r12,24000,10500,13500,56.25
7,12,0,q_r8_r13,1830000,1828500,1500,0.08
7,12,1,q_r8_r5 | q_r5_r13,94500,93000,1500,1.59
7,14,0,q_r8_r5 | q_r5_r15,1252500,1251000,1500,0.12
7,14,1,q_r8_r13 | q_r13_r12 | q_r12_r15,1837500,280500,1557000,84.73
7,14,3,q_r8_r5 | q_r5_r13 | q_r13_r12 | q_r12_r15,12000,1500,10500,87.50
7,15,0,q_r8_r5 | q_r5_r1 | q_r1_r16,408000,406500,1500,0.37
7,15,1,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r16,388500,387000,1500,0.39
7,15,2,q_r8_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,115500,114000,1500,1.30
7,15,3,q_r8_r13 | q_r13_r3 | q_r3_r1 | q_r1_r16,688500,687000,1500,0.22
7,16,0,q_r8_r5 | q_r5_r19 | q_r19_r17,27000,25500,1500,5.56
7,16,1,q_r8_r5 | q_r5_r4 | q_r4_r17,42000,40500,1500,3.57
7,16,2,q_r8_r13 | q_r13_r5 | q_r5_r19 | q_r19_r17,36000,34500,1500,4.17
7,16,3,q_r8_r13 | q_r13_r5 | q_r5_r4 | q_r4_r17,84000,82500,1500,1.79
7,17,0,q_r8_r13 | q_r13_r6 | q_r6_r18,445500,444000,1500,0.34
7,17,1,q_r8_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,94500,93000,1500,1.59
7,17,2,q_r8_r5 | q_r5_r19 | q_r19_r22 | q_r22_r18,84000,82500,1500,1.79
7,17,3,q_r8_r5 | q_r5_r7 | q_r7_r22 | q_r22_r18,72000,70500,1500,2.08
7,18,0,q_r8_r5 | q_r5_r19,9004500,9003000,1500,0.02
7,18,1,q_r8_r13 | q_r13_r5 | q_r5_r19,13906500,13905000,1500,0.01
7,18,2,q_r8_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,376500,375000,1500,0.40
7,18,3,q_r8_r5 | q_r5_r15 | q_r15_r22 | q_r22_r19,255000,253500,1500,0.59
7,19,0,q_r8_r5 | q_r5_r1 | q_r1_r20,669000,667500,1500,0.22
7,19,1,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20,531000,529500,1500,0.28
7,19,2,q_r8_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,909000,907500,1500,0.17
7,19,3,q_r8_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,66000,64500,1500,2.27
7,20,0,q_r8_r5 | q_r5_r4 | q_r4_r21,69000,67500,1500,2.17
7,20,1,q_r8_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21,91500,90000,1500,1.64
7,20,2,q_r8_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,28500,27000,1500,5.26
7,20,3,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,28500,27000,1500,5.26
7,21,0,q_r8_r5 | q_r5_r19 | q_r19_r22,25299000,25297500,1500,0.01
7,21,1,q_r8_r5 | q_r5_r7 | q_r7_r22,11058000,11056500,1500,0.01
7,21,2,q_r8_r5 | q_r5_r15 | q_r15_r22,26941500,26940000,1500,0.01
7,21,3,q_r8_r5 | q_r5_r11 | q_r11_r22,25312500,25311000,1500,0.01
8,0,0,q_r9_r20 | q_r20_r1,131431500,131424000,7500,0.01
8,0,1,q_r9_r10 | q_r10_r1,99423000,99421500,1500,0.00
8,0,2,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1,65389500,65386500,3000,0.00
8,0,3,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1,2739000,2739000,0,0.00
8,1,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2,13500,13500,0,0.00
8,1,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2,12000,10500,1500,12.50
8,1,2,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r7 | q_r7_r2,33000,33000,0,0.00
8,1,3,q_r9_r10 | q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r2,28500,28500,0,0.00
8,2,0,q_r9_r20 | q_r20_r1 | q_r1_r3,1690500,1689000,1500,0.09
8,2,1,q_r9_r10 | q_r10_r1 | q_r1_r3,31500,31500,0,0.00
8,2,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r13 | q_r13_r3,85500,85500,0,0.00
8,2,3,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r3,75000,75000,0,0.00
8,4,0,q_r9_r20 | q_r20_r1 | q_r1_r5,17500500,17499000,1500,0.01
8,4,1,q_r9_r10 | q_r10_r1 | q_r1_r5,10138500,10138500,0,0.00
8,4,2,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r5,3510000,3510000,0,0.00
8,4,3,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r5,2845500,2844000,1500,0.05
8,6,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r7,36000,34500,1500,4.17
8,6,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r7,4500,4500,0,0.00
8,6,2,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r7,16500,16500,0,0.00
8,6,3,q_r9_r10 | q_r10_r1 | q_r1_r3 | q_r3_r7,15000,15000,0,0.00
8,7,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r8,7500,7500,0,0.00
8,7,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r8,6000,6000,0,0.00
8,7,2,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r8,3000,3000,0,0.00
8,7,3,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r13 | q_r13_r8,7500,6000,1500,20.00
8,9,0,q_r9_r10,65755500,65755500,0,0.00
8,9,1,q_r9_r20 | q_r20_r1 | q_r1_r10,7819500,7819500,0,0.00
8,9,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,961500,961500,0,0.00
8,9,3,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,490500,490500,0,0.00
8,14,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r15,265500,264000,1500,0.56
8,14,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r15,172500,172500,0,0.00
8,14,2,q_r9_r20 | q_r20_r1 | q_r1_r16 | q_r16_r22 | q_r22_r15,151500,150000,1500,0.99
8,15,0,q_r9_r20 | q_r20_r1 | q_r1_r16,217500,216000,1500,0.69
8,15,1,q_r9_r10 | q_r10_r1 | q_r1_r16,177000,175500,1500,0.85
8,15,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,22500,21000,1500,6.67
8,15,3,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r16,18000,18000,0,0.00
8,17,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,18000,16500,1500,8.33
8,17,3,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,9000,7500,1500,16.67
8,18,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r19,6100500,6099000,1500,0.02
8,18,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r19,4203000,4201500,1500,0.04
8,18,2,q_r9_r20 | q_r20_r1 | q_r1_r16 | q_r16_r22 | q_r22_r19,3237000,3235500,1500,0.05
8,18,3,q_r9_r10 | q_r10_r1 | q_r1_r16 | q_r16_r22 | q_r22_r19,3000,1500,1500,50.00
8,19,0,q_r9_r20,1714500,1713000,1500,0.09
8,19,1,q_r9_r10 | q_r10_r1 | q_r1_r20,7500,6000,1500,20.00
8,20,0,q_r9_r10 | q_r10_r21,9000,7500,1500,16.67
8,20,2,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21,10500,9000,1500,14.29
8,20,3,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21,4500,3000,1500,33.33
8,21,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22,72000,70500,1500,2.08
8,21,3,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22,25500,24000,1500,5.88
9,0,0,q_r10_r1,692493000,692488500,4500,0.00
9,0,1,q_r10_r9 | q_r9_r20 | q_r20_r1,2200500,2200500,0,0.00
9,0,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1,49869000,49867500,1500,0.00
9,0,3,q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1,18453000,18451500,1500,0.01
9,1,0,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2,4500,4500,0,0.00
9,1,1,q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r2,79500,79500,0,0.00
9,1,2,q_r10_r1 | q_r1_r5 | q_r5_r15 | q_r15_r2,153000,153000,0,0.00
9,1,3,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r7 | q_r7_r2,79500,79500,0,0.00
9,2,0,q_r10_r1 | q_r1_r3,5913000,5913000,0,0.00
9,2,2,q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r3,3000,3000,0,0.00
9,2,3,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r3,4500,4500,0,0.00
9,4,0,q_r10_r1 | q_r1_r5,50112000,50112000,0,0.00
9,4,1,q_r10_r21 | q_r21_r4 | q_r4_r5,49599000,49597500,1500,0.00
9,4,2,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r5,472500,472500,0,0.00
9,5,0,q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6,25500,25500,0,0.00
9,5,1,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r6,36000,36000,0,0.00
9,5,2,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r6,48000,48000,0,0.00
9,5,3,q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r6,39000,39000,0,0.00
9,6,0,q_r10_r1 | q_r1_r5 | q_r5_r7,160500,160500,0,0.00
9,6,1,q_r10_r1 | q_r1_r3 | q_r3_r7,258000,258000,0,0.00
9,6,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r7,285000,285000,0,0.00
9,7,0,q_r10_r1 | q_r1_r5 | q_r5_r8,27000,25500,1500,5.56
9,7,1,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r8,31500,31500,0,0.00
9,7,2,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r8,10500,9000,1500,14.29
9,7,3,q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r8,43500,42000,1500,3.45
9,8,0,q_r10_r9,74199000,74197500,1500,0.00
9,8,1,q_r10_r1 | q_r1_r20 | q_r20_r9,2409000,2407500,1500,0.06
9,8,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,165000,163500,1500,0.91
9,8,3,q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,21000,21000,0,0.00
9,10,0,q_r10_r1 | q_r1_r5 | q_r5_r11,27000,25500,1500,5.56
9,10,1,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r11,31500,31500,0,0.00
9,10,3,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r11,40500,39000,1500,3.70
9,11,1,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r12,10500,1500,9000,85.71
9,11,2,q_r10_r1 | q_r1_r5 | q_r5_r15 | q_r15_r12,10500,6000,4500,42.86
9,13,1,q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r14,31500,30000,1500,4.76
9,13,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r7 | q_r7_r14,16500,16500,0,0.00
9,13,3,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2 | q_r2_r14,4500,3000,1500,33.33
9,14,0,q_r10_r1 | q_r1_r5 | q_r5_r15,1204500,1203000,1500,0.12
9,14,1,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r15,2713500,2713500,0,0.00
9,15,0,q_r10_r1 | q_r1_r16,1974000,1972500,1500,0.08
9,15,2,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,7500,6000,1500,20.00
9,15,3,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r16,204000,202500,1500,0.74
9,16,0,q_r10_r21 | q_r21_r4 | q_r4_r17,7500,7500,0,0.00
9,16,1,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r17,7500,6000,1500,20.00
9,16,2,q_r10_r1 | q_r1_r5 | q_r5_r4 | q_r4_r17,18000,16500,1500,8.33
9,16,3,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r19 | q_r19_r17,16500,15000,1500,9.09
9,17,1,q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,69000,67500,1500,2.17
9,17,2,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r6 | q_r6_r18,217500,216000,1500,0.69
9,17,3,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r18,24000,22500,1500,6.25
9,18,0,q_r10_r1 | q_r1_r5 | q_r5_r19,7987500,7986000,1500,0.02
9,18,1,q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19,7777500,7777500,0,0.00
9,18,3,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r19,214500,214500,0,0.00
9,19,0,q_r10_r9 | q_r9_r20,966000,966000,0,0.00
9,19,1,q_r10_r1 | q_r1_r20,1417500,1416000,1500,0.11
9,19,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r20,63000,61500,1500,2.38
9,19,3,q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20,6000,4500,1500,25.00
9,20,0,q_r10_r21,3051000,3049500,1500,0.05
9,20,1,q_r10_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21,429000,427500,1500,0.35
9,21,1,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22,88500,87000,1500,1.69
9,21,2,q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r22,150000,148500,1500,1.00
10,0,0,q_r11_r5 | q_r5_r1,106500,106500,0,0.00
10,2,1,q_r11_r5 | q_r5_r13 | q_r13_r3,70500,70500,0,0.00
10,2,2,q_r11_r5 | q_r5_r7 | q_r7_r3,16500,16500,0,0.00
10,2,3,q_r11_r5 | q_r5_r1 | q_r1_r3,73500,73500,0,0.00
10,3,0,q_r11_r5 | q_r5_r4,483000,483000,0,0.00
10,3,1,q_r11_r22 | q_r22_r19 | q_r19_r17 | q_r17_r4,24000,24000,0,0.00
10,3,3,q_r11_r22 | q_r22_r7 | q_r7_r5 | q_r5_r4,114000,114000,0,0.00
10,4,0,q_r11_r5,1033500,1033500,0,0.00
10,4,1,q_r11_r22 | q_r22_r19 | q_r19_r5,9000,9000,0,0.00
10,4,2,q_r11_r22 | q_r22_r7 | q_r7_r5,40500,40500,0,0.00
10,4,3,q_r11_r22 | q_r22_r15 | q_r15_r5,4500,4500,0,0.00
10,5,0,q_r11_r22 | q_r22_r7 | q_r7_r6,15000,15000,0,0.00
10,5,1,q_r11_r5 | q_r5_r13 | q_r13_r6,18000,18000,0,0.00
10,5,3,q_r11_r5 | q_r5_r7 | q_r7_r6,16500,16500,0,0.00
10,6,0,q_r11_r22 | q_r22_r7,96000,96000,0,0.00
10,6,1,q_r11_r5 | q_r5_r7,163500,163500,0,0.00
10,6,3,q_r11_r5 | q_r5_r13 | q_r13_r6 | q_r6_r7,12000,12000,0,0.00
10,7,0,q_r11_r5 | q_r5_r8,48000,48000,0,0.00
10,7,1,q_r11_r5 | q_r5_r13 | q_r13_r8,15000,15000,0,0.00
10,7,3,q_r11_r22 | q_r22_r7 | q_r7_r5 | q_r5_r8,4500,4500,0,0.00
10,8,0,q_r11_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,10500,9000,1500,14.29
10,8,1,q_r11_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,6000,6000,0,0.00
10,8,3,q_r11_r22 | q_r22_r16 | q_r16_r1 | q_r1_r20 | q_r20_r9,6000,6000,0,0.00
10,9,0,q_r11_r5 | q_r5_r1 | q_r1_r10,271500,271500,0,0.00
10,9,2,q_r11_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,325500,324000,1500,0.46
10,14,0,q_r11_r22 | q_r22_r15,325500,325500,0,0.00
10,14,1,q_r11_r5 | q_r5_r15,2410500,2409000,1500,0.06
10,14,3,q_r11_r5 | q_r5_r13 | q_r13_r12 | q_r12_r15,7500,0,7500,100.00
10,15,0,q_r11_r22 | q_r22_r16,132000,132000,0,0.00
10,16,0,q_r11_r22 | q_r22_r19 | q_r19_r17,1360500,1360500,0,0.00
10,16,1,q_r11_r5 | q_r5_r19 | q_r19_r17,562500,561000,1500,0.27
10,16,2,q_r11_r5 | q_r5_r4 | q_r4_r17,27000,25500,1500,5.56
10,16,3,q_r11_r22 | q_r22_r19 | q_r19_r5 | q_r5_r4 | q_r4_r17,174000,174000,0,0.00
10,18,0,q_r11_r22 | q_r22_r19,463500,463500,0,0.00
10,18,1,q_r11_r5 | q_r5_r19,5566500,5565000,1500,0.03
10,18,2,q_r11_r22 | q_r22_r7 | q_r7_r5 | q_r5_r19,1452000,1452000,0,0.00
10,18,3,q_r11_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,465000,463500,1500,0.32
10,19,0,q_r11_r5 | q_r5_r1 | q_r1_r20,274500,273000,1500,0.55
10,19,2,q_r11_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,24000,21000,3000,12.50
10,19,3,q_r11_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,354000,352500,1500,0.42
10,20,0,q_r11_r5 | q_r5_r4 | q_r4_r21,165000,163500,1500,0.91
10,20,1,q_r11_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,4500,3000,1500,33.33
10,20,2,q_r11_r22 | q_r22_r19 | q_r19_r17 | q_r17_r4 | q_r4_r21,129000,127500,1500,1.16
10,21,0,q_r11_r22,19500,18000,1500,7.69
11,0,0,q_r12_r15 | q_r15_r5 | q_r5_r1,22500,12000,10500,46.67
11,0,1,q_r12_r13 | q_r13_r5 | q_r5_r1,1417500,1356000,61500,4.34
11,0,2,q_r12_r13 | q_r13_r3 | q_r3_r1,1344000,1294500,49500,3.68
11,1,0,q_r12_r15 | q_r15_r2,21000,12000,9000,42.86
11,1,1,q_r12_r13 | q_r13_r6 | q_r6_r7 | q_r7_r2,3000,3000,0,0.00
11,1,2,q_r12_r15 | q_r15_r5 | q_r5_r7 | q_r7_r2,7500,4500,3000,40.00
11,1,3,q_r12_r13 | q_r13_r5 | q_r5_r7 | q_r7_r2,12000,12000,0,0.00
