flow_id,src,dst,path_idx,path_hops,rate_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
267,5,8,2,q_r6_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,0.1259,31500,30000,1500,4.76
268,5,9,0,q_r6_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10,0.2965,75000,73500,1500,2.00
269,5,9,1,q_r6_r7 | q_r7_r3 | q_r3_r1 | q_r1_r10,0.3806,96000,96000,0,0.00
270,5,9,2,q_r6_r13 | q_r13_r3 | q_r3_r1 | q_r1_r10,4.2876,1072500,1072500,0,0.00
271,5,9,3,q_r6_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10,1.5031,376500,376500,0,0.00
272,5,10,2,q_r6_r7 | q_r7_r22 | q_r22_r11,0.0245,7500,7500,0,0.00
273,5,11,0,q_r6_r13 | q_r13_r12,0.2179,55500,3000,52500,94.59
274,5,11,1,q_r6_r18 | q_r18_r22 | q_r22_r15 | q_r15_r12,0.0698,18000,7500,10500,58.33
275,5,11,2,q_r6_r13 | q_r13_r5 | q_r5_r15 | q_r15_r12,0.4456,112500,31500,81000,72.00
276,5,12,0,q_r6_r13,6.7108,1678500,1678500,0,0.00
277,5,13,0,q_r6_r7 | q_r7_r14,0.7608,190500,190500,0,0.00
278,5,13,1,q_r6_r7 | q_r7_r2 | q_r2_r14,0.4766,120000,120000,0,0.00
279,5,13,2,q_r6_r18 | q_r18_r22 | q_r22_r7 | q_r7_r14,0.0116,3000,3000,0,0.00
280,5,14,0,q_r6_r18 | q_r18_r22 | q_r22_r15,3.2661,817500,817500,0,0.00
281,5,14,1,q_r6_r13 | q_r13_r12 | q_r12_r15,1.9483,487500,66000,421500,86.46
282,5,14,2,q_r6_r7 | q_r7_r22 | q_r22_r15,6.8026,1701000,1701000,0,0.00
283,5,14,3,q_r6_r13 | q_r13_r5 | q_r5_r15,0.1255,31500,30000,1500,4.76
284,5,15,0,q_r6_r18 | q_r18_r22 | q_r22_r16,4.9435,1236000,1236000,0,0.00
285,5,15,1,q_r6_r7 | q_r7_r22 | q_r22_r16,0.5745,144000,142500,1500,1.04
286,5,16,0,q_r6_r18 | q_r18_r22 | q_r22_r19 | q_r19_r17,0.1139,28500,28500,0,0.00
287,5,16,2,q_r6_r7 | q_r7_r22 | q_r22_r19 | q_r19_r17,0.4238,106500,105000,1500,1.41
288,5,16,3,q_r6_r13 | q_r13_r5 | q_r5_r4 | q_r4_r17,0.0137,4500,3000,1500,33.33
289,5,17,0,q_r6_r18,2.8042,702000,702000,0,0.00
290,5,17,1,q_r6_r7 | q_r7_r22 | q_r22_r18,0.0751,19500,18000,1500,7.69
291,5,18,0,q_r6_r18 | q_r18_r22 | q_r22_r19,0.1988,51000,51000,0,0.00
292,5,18,1,q_r6_r13 | q_r13_r5 | q_r5_r19,0.3152,79500,78000,1500,1.89
293,5,18,2,q_r6_r7 | q_r7_r22 | q_r22_r19,6.3544,1590000,1588500,1500,0.09
294,5,19,0,q_r6_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20,0.3110,78000,76500,1500,1.92
295,5,19,1,q_r6_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20,0.0440,12000,10500,1500,12.50
296,5,19,2,q_r6_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,0.7653,192000,190500,1500,0.78
297,5,19,3,q_r6_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20,0.6410,160500,159000,1500,0.93
298,5,20,0,q_r6_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21,0.1895,48000,46500,1500,3.12
299,5,20,1,q_r6_r7 | q_r7_r5 | q_r5_r4 | q_r4_r21,0.0596,15000,13500,1500,10.00
300,5,20,3,q_r6_r7 | q_r7_r3 | q_r3_r1 | q_r1_r10 | q_r10_r21,0.0211,6000,4500,1500,25.00
301,5,21,0,q_r6_r18 | q_r18_r22,19.4951,4875000,4875000,0,0.00
302,6,0,0,q_r7_r3 | q_r3_r1,0.6626,166500,166500,0,0.00
303,6,0,1,q_r7_r5 | q_r5_r1,6.3780,1596000,1594500,1500,0.09
304,6,1,0,q_r7_r2,4.4404,1111500,1111500,0,0.00
305,6,1,2,q_r7_r22 | q_r22_r15 | q_r15_r2,0.0832,21000,21000,0,0.00
306,6,1,3,q_r7_r5 | q_r5_r15 | q_r15_r2,0.0551,15000,15000,0,0.00
307,6,2,0,q_r7_r3,25.8679,6468000,6468000,0,0.00
308,6,3,0,q_r7_r5 | q_r5_r4,17.6501,4413000,4413000,0,0.00
309,6,3,1,q_r7_r22 | q_r22_r19 | q_r19_r17 | q_r17_r4,0.2277,57000,57000,0,0.00
310,6,3,2,q_r7_r5 | q_r5_r19 | q_r19_r17 | q_r17_r4,0.2592,66000,66000,0,0.00
311,6,4,0,q_r7_r5,26.7861,6697500,6697500,0,0.00
312,6,4,1,q_r7_r22 | q_r22_r19 | q_r19_r5,0.0452,12000,12000,0,0.00
313,6,4,3,q_r7_r22 | q_r22_r15 | q_r15_r5,0.0730,19500,19500,0,0.00
314,6,5,0,q_r7_r6,42.9990,10750500,10750500,0,0.00
315,6,7,0,q_r7_r5 | q_r5_r8,1.6564,415500,415500,0,0.00
316,6,7,1,q_r7_r3 | q_r3_r13 | q_r13_r8,0.0311,9000,9000,0,0.00
317,6,7,2,q_r7_r5 | q_r5_r13 | q_r13_r8,4.9828,1246500,1246500,0,0.00
318,6,7,3,q_r7_r6 | q_r6_r13 | q_r13_r8,1.9125,478500,478500,0,0.00
319,6,8,0,q_r7_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,0.1212,31500,31500,0,0.00
320,6,8,1,q_r7_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.1140,30000,28500,1500,5.00
321,6,8,3,q_r7_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,0.0553,15000,15000,0,0.00
322,6,9,0,q_r7_r3 | q_r3_r1 | q_r1_r10,0.0381,10500,10500,0,0.00
323,6,9,1,q_r7_r5 | q_r5_r1 | q_r1_r10,0.5778,145500,145500,0,0.00
324,6,9,3,q_r7_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,0.2882,73500,73500,0,0.00
325,6,10,1,q_r7_r5 | q_r5_r11,0.0524,13500,13500,0,0.00
326,6,11,0,q_r7_r22 | q_r22_r15 | q_r15_r12,0.0188,6000,3000,3000,50.00
327,6,11,1,q_r7_r3 | q_r3_r13 | q_r13_r12,0.9060,228000,40500,187500,82.24
328,6,11,3,q_r7_r5 | q_r5_r13 | q_r13_r12,0.7043,177000,22500,154500,87.29
329,6,12,0,q_r7_r3 | q_r3_r13,0.0304,9000,9000,0,0.00
330,6,12,1,q_r7_r6 | q_r6_r13,0.2108,54000,54000,0,0.00
331,6,12,2,q_r7_r5 | q_r5_r13,1.4298,358500,358500,0,0.00
332,6,13,0,q_r7_r14,0.1152,30000,30000,0,0.00
333,6,13,1,q_r7_r2 | q_r2_r14,0.0353,9000,9000,0,0.00
334,6,13,2,q_r7_r22 | q_r22_r15 | q_r15_r2 | q_r2_r14,0.0514,13500,13500,0,0.00
335,6,14,0,q_r7_r22 | q_r22_r15,4.8469,1212000,1212000,0,0.00
336,6,14,1,q_r7_r5 | q_r5_r15,33.7154,8430000,8430000,0,0.00
337,6,14,2,q_r7_r2 | q_r2_r15,397.7807,99445500,99444000,1500,0.00
338,6,15,0,q_r7_r22 | q_r22_r16,5.9527,1489500,1489500,0,0.00
339,6,15,2,q_r7_r5 | q_r5_r1 | q_r1_r16,2.2592,565500,564000,1500,0.27
340,6,15,3,q_r7_r6 | q_r6_r18 | q_r18_r22 | q_r22_r16,0.1973,49500,49500,0,0.00
341,6,16,0,q_r7_r22 | q_r22_r19 | q_r19_r17,1.5902,399000,399000,0,0.00
342,6,16,1,q_r7_r5 | q_r5_r19 | q_r19_r17,5.6721,1419000,1417500,1500,0.11
343,6,16,2,q_r7_r5 | q_r5_r4 | q_r4_r17,0.1837,46500,45000,1500,3.23
344,6,17,0,q_r7_r22 | q_r22_r18,0.4734,118500,118500,0,0.00
345,6,17,1,q_r7_r6 | q_r6_r18,0.7073,177000,177000,0,0.00
346,6,18,0,q_r7_r22 | q_r22_r19,2.3666,592500,592500,0,0.00
347,6,18,1,q_r7_r5 | q_r5_r19,66.7104,16678500,16677000,1500,0.01
348,6,18,2,q_r7_r22 | q_r22_r15 | q_r15_r5 | q_r5_r19,0.3881,97500,97500,0,0.00
349,6,19,0,q_r7_r3 | q_r3_r1 | q_r1_r20,1.3876,348000,348000,0,0.00
350,6,19,1,q_r7_r5 | q_r5_r1 | q_r1_r20,2.8321,709500,708000,1500,0.21
351,6,19,3,q_r7_r3 | q_r3_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,0.2487,63000,63000,0,0.00
352,6,20,0,q_r7_r5 | q_r5_r4 | q_r4_r21,1.8812,471000,469500,1500,0.32
353,6,20,1,q_r7_r3 | q_r3_r1 | q_r1_r10 | q_r10_r21,0.0365,10500,10500,0,0.00
354,6,20,2,q_r7_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,0.2490,63000,61500,1500,2.38
355,6,21,0,q_r7_r22,14.6050,3652500,3652500,0,0.00
356,7,0,0,q_r8_r5 | q_r5_r1,18.9881,4747500,4747500,0,0.00
357,7,0,1,q_r8_r13 | q_r13_r5 | q_r5_r1,13.8604,3466500,3465000,1500,0.04
358,7,0,2,q_r8_r13 | q_r13_r3 | q_r3_r1,30.5363,7635000,7633500,1500,0.02
359,7,0,3,q_r8_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1,0.5829,147000,147000,0,0.00
360,7,1,0,q_r8_r5 | q_r5_r7 | q_r7_r2,0.1229,31500,31500,0,0.00
361,7,1,1,q_r8_r5 | q_r5_r15 | q_r15_r2,0.1302,33000,33000,0,0.00
362,7,1,2,q_r8_r13 | q_r13_r12 | q_r12_r15 | q_r15_r2,0.1050,27000,1500,25500,94.44
363,7,1,3,q_r8_r5 | q_r5_r7 | q_r7_r14 | q_r14_r2,0.0630,16500,16500,0,0.00
364,7,2,0,q_r8_r13 | q_r13_r3,15.3114,3828000,3828000,0,0.00
365,7,2,1,q_r8_r5 | q_r5_r13 | q_r13_r3,1.8625,466500,466500,0,0.00
366,7,2,2,q_r8_r5 | q_r5_r7 | q_r7_r3,2.0885,523500,523500,0,0.00
367,7,2,3,q_r8_r5 | q_r5_r1 | q_r1_r3,1.7389,435000,435000,0,0.00
368,7,3,0,q_r8_r5 | q_r5_r4,1.9087,478500,478500,0,0.00
369,7,3,1,q_r8_r13 | q_r13_r5 | q_r5_r4,2.1171,529500,529500,0,0.00
370,7,3,2,q_r8_r5 | q_r5_r19 | q_r19_r17 | q_r17_r4,0.0577,15000,15000,0,0.00
371,7,3,3,q_r8_r13 | q_r13_r12 | q_r12_r15 | q_r15_r5 | q_r5_r4,0.1064,27000,1500,25500,94.44
372,7,4,0,q_r8_r5,1174.7676,293692500,293691000,1500,0.00
373,7,4,1,q_r8_r13 | q_r13_r5,1096.8338,274209000,274203000,6000,0.00
374,7,4,2,q_r8_r13 | q_r13_r12 | q_r12_r15 | q_r15_r5,222.5160,55630500,10621500,45009000,80.91
375,7,4,3,q_r8_r13 | q_r13_r6 | q_r6_r7 | q_r7_r5,621.4110,155353500,155349000,4500,0.00
376,7,5,0,q_r8_r13 | q_r13_r6,2.2021,552000,552000,0,0.00
377,7,5,1,q_r8_r5 | q_r5_r13 | q_r13_r6,0.2848,72000,72000,0,0.00
378,7,5,2,q_r8_r5 | q_r5_r7 | q_r7_r6,0.2475,63000,63000,0,0.00
379,7,5,3,q_r8_r13 | q_r13_r5 | q_r5_r7 | q_r7_r6,0.3630,91500,91500,0,0.00
380,7,6,0,q_r8_r5 | q_r5_r7,0.5411,136500,136500,0,0.00
381,7,6,1,q_r8_r13 | q_r13_r6 | q_r6_r7,0.4239,106500,106500,0,0.00
382,7,6,2,q_r8_r13 | q_r13_r5 | q_r5_r7,1.7373,435000,435000,0,0.00
383,7,6,3,q_r8_r13 | q_r13_r3 | q_r3_r7,0.3290,82500,82500,0,0.00
384,7,8,0,q_r8_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.4308,108000,108000,0,0.00
385,7,8,1,q_r8_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,0.5568,139500,138000,1500,1.08
386,7,8,2,q_r8_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,0.4227,106500,105000,1500,1.41
387,7,8,3,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.1646,42000,42000,0,0.00
388,7,9,0,q_r8_r5 | q_r5_r1 | q_r1_r10,10.6901,2673000,2671500,1500,0.06
389,7,9,1,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10,9.7835,2446500,2445000,1500,0.06
390,7,9,2,q_r8_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,2.4003,601500,600000,1500,0.25
391,7,9,3,q_r8_r13 | q_r13_r3 | q_r3_r1 | q_r1_r10,20.0164,5005500,5002500,3000,0.06
392,7,10,0,q_r8_r5 | q_r5_r11,0.0657,16500,15000,1500,9.09
393,7,10,1,q_r8_r13 | q_r13_r5 | q_r5_r11,0.0377,10500,9000,1500,14.29
394,7,11,0,q_r8_r13 | q_r13_r12,0.3733,94500,9000,85500,90.48
395,7,11,1,q_r8_r5 | q_r5_r13 | q_r13_r12,0.0720,19500,3000,16500,84.62
396,7,11,2,q_r8_r5 | q_r5_r15 | q_r15_r12,0.0538,13500,3000,10500,77.78
397,7,11,3,q_r8_r13 | q_r13_r5 | q_r5_r15 | q_r15_r12,0.0950,24000,10500,13500,56.25
398,7,12,0,q_r8_r13,7.3173,1830000,1828500,1500,0.08
399,7,12,1,q_r8_r5 | q_r5_r13,0.3747,94500,93000,1500,1.59
400,7,14,0,q_r8_r5 | q_r5_r15,5.0056,1252500,1251000,1500,0.12
401,7,14,1,q_r8_r13 | q_r13_r12 | q_r12_r15,7.3460,1837500,280500,1557000,84.73
402,7,14,3,q_r8_r5 | q_r5_r13 | q_r13_r12 | q_r12_r15,0.0448,12000,1500,10500,87.50
403,7,15,0,q_r8_r5 | q_r5_r1 | q_r1_r16,1.6294,408000,406500,1500,0.37
404,7,15,1,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r16,1.5483,388500,387000,1500,0.39
405,7,15,2,q_r8_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,0.4584,115500,114000,1500,1.30
406,7,15,3,q_r8_r13 | q_r13_r3 | q_r3_r1 | q_r1_r16,2.7519,688500,687000,1500,0.22
407,7,16,0,q_r8_r5 | q_r5_r19 | q_r19_r17,0.1069,27000,25500,1500,5.56
408,7,16,1,q_r8_r5 | q_r5_r4 | q_r4_r17,0.1634,42000,40500,1500,3.57
409,7,16,2,q_r8_r13 | q_r13_r5 | q_r5_r19 | q_r19_r17,0.1396,36000,34500,1500,4.17
410,7,16,3,q_r8_r13 | q_r13_r5 | q_r5_r4 | q_r4_r17,0.3359,84000,82500,1500,1.79
411,7,17,0,q_r8_r13 | q_r13_r6 | q_r6_r18,1.7813,445500,444000,1500,0.34
412,7,17,1,q_r8_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,0.3756,94500,93000,1500,1.59
413,7,17,2,q_r8_r5 | q_r5_r19 | q_r19_r22 | q_r22_r18,0.3349,84000,82500,1500,1.79
414,7,17,3,q_r8_r5 | q_r5_r7 | q_r7_r22 | q_r22_r18,0.2840,72000,70500,1500,2.08
415,7,18,0,q_r8_r5 | q_r5_r19,36.0159,9004500,9003000,1500,0.02
416,7,18,1,q_r8_r13 | q_r13_r5 | q_r5_r19,55.6253,13906500,13905000,1500,0.01
417,7,18,2,q_r8_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,1.5044,376500,375000,1500,0.40
418,7,18,3,q_r8_r5 | q_r5_r15 | q_r15_r22 | q_r22_r19,1.0184,255000,253500,1500,0.59
419,7,19,0,q_r8_r5 | q_r5_r1 | q_r1_r20,2.6726,669000,667500,1500,0.22
420,7,19,1,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20,2.1181,531000,529500,1500,0.28
421,7,19,2,q_r8_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,3.6341,909000,907500,1500,0.17
422,7,19,3,q_r8_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,0.2608,66000,64500,1500,2.27
423,7,20,0,q_r8_r5 | q_r5_r4 | q_r4_r21,0.2744,69000,67500,1500,2.17
424,7,20,1,q_r8_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21,0.3635,91500,90000,1500,1.64
425,7,20,2,q_r8_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,0.1120,28500,27000,1500,5.26
426,7,20,3,q_r8_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10 | q_r10_r21,0.1134,28500,27000,1500,5.26
427,7,21,0,q_r8_r5 | q_r5_r19 | q_r19_r22,101.1920,25299000,25297500,1500,0.01
428,7,21,1,q_r8_r5 | q_r5_r7 | q_r7_r22,44.2291,11058000,11056500,1500,0.01
429,7,21,2,q_r8_r5 | q_r5_r15 | q_r15_r22,107.7651,26941500,26940000,1500,0.01
430,7,21,3,q_r8_r5 | q_r5_r11 | q_r11_r22,101.2476,25312500,25311000,1500,0.01
431,8,0,0,q_r9_r20 | q_r20_r1,525.7215,131431500,131424000,7500,0.01
432,8,0,1,q_r9_r10 | q_r10_r1,397.6916,99423000,99421500,1500,0.00
433,8,0,2,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1,261.5578,65389500,65386500,3000,0.00
434,8,0,3,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1,10.9527,2739000,2739000,0,0.00
435,8,1,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2,0.0523,13500,13500,0,0.00
436,8,1,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2,0.0459,12000,10500,1500,12.50
437,8,1,2,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r7 | q_r7_r2,0.1285,33000,33000,0,0.00
438,8,1,3,q_r9_r10 | q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r2,0.1106,28500,28500,0,0.00
439,8,2,0,q_r9_r20 | q_r20_r1 | q_r1_r3,6.7562,1690500,1689000,1500,0.09
440,8,2,1,q_r9_r10 | q_r10_r1 | q_r1_r3,0.1206,31500,31500,0,0.00
441,8,2,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r13 | q_r13_r3,0.3362,85500,85500,0,0.00
442,8,2,3,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r3,0.2986,75000,75000,0,0.00
443,8,4,0,q_r9_r20 | q_r20_r1 | q_r1_r5,69.9978,17500500,17499000,1500,0.01
444,8,4,1,q_r9_r10 | q_r10_r1 | q_r1_r5,40.5536,10138500,10138500,0,0.00
445,8,4,2,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r5,14.0364,3510000,3510000,0,0.00
446,8,4,3,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r5,11.3763,2845500,2844000,1500,0.05
447,8,6,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r7,0.1394,36000,34500,1500,4.17
448,8,6,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r7,0.0169,4500,4500,0,0.00
449,8,6,2,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r7,0.0604,16500,16500,0,0.00
450,8,6,3,q_r9_r10 | q_r10_r1 | q_r1_r3 | q_r3_r7,0.0546,15000,15000,0,0.00
451,8,7,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r8,0.0259,7500,7500,0,0.00
452,8,7,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r8,0.0238,6000,6000,0,0.00
453,8,7,2,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r8,0.0105,3000,3000,0,0.00
454,8,7,3,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r13 | q_r13_r8,0.0242,7500,6000,1500,20.00
455,8,9,0,q_r9_r10,263.0204,65755500,65755500,0,0.00
456,8,9,1,q_r9_r20 | q_r20_r1 | q_r1_r10,31.2778,7819500,7819500,0,0.00
457,8,9,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,3.8449,961500,961500,0,0.00
458,8,9,3,q_r9_r20 | q_r20_r1 | q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10,1.9585,490500,490500,0,0.00
459,8,14,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r15,1.0612,265500,264000,1500,0.56
460,8,14,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r15,0.6845,172500,172500,0,0.00
461,8,14,2,q_r9_r20 | q_r20_r1 | q_r1_r16 | q_r16_r22 | q_r22_r15,0.6002,151500,150000,1500,0.99
462,8,15,0,q_r9_r20 | q_r20_r1 | q_r1_r16,0.8671,217500,216000,1500,0.69
463,8,15,1,q_r9_r10 | q_r10_r1 | q_r1_r16,0.7041,177000,175500,1500,0.85
464,8,15,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,0.0876,22500,21000,1500,6.67
465,8,15,3,q_r9_r10 | q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r16,0.0711,18000,18000,0,0.00
466,8,17,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,0.0669,18000,16500,1500,8.33
467,8,17,3,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6 | q_r6_r18,0.0343,9000,7500,1500,16.67
468,8,18,0,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r19,24.4016,6100500,6099000,1500,0.02
469,8,18,1,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r19,16.8074,4203000,4201500,1500,0.04
470,8,18,2,q_r9_r20 | q_r20_r1 | q_r1_r16 | q_r16_r22 | q_r22_r19,12.9448,3237000,3235500,1500,0.05
471,8,18,3,q_r9_r10 | q_r10_r1 | q_r1_r16 | q_r16_r22 | q_r22_r19,0.0109,3000,1500,1500,50.00
472,8,19,0,q_r9_r20,6.8544,1714500,1713000,1500,0.09
473,8,19,1,q_r9_r10 | q_r10_r1 | q_r1_r20,0.0246,7500,6000,1500,20.00
474,8,20,0,q_r9_r10 | q_r10_r21,0.0333,9000,7500,1500,16.67
475,8,20,2,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21,0.0375,10500,9000,1500,14.29
476,8,20,3,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21,0.0125,4500,3000,1500,33.33
477,8,21,2,q_r9_r20 | q_r20_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22,0.2871,72000,70500,1500,2.08
478,8,21,3,q_r9_r10 | q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22,0.0987,25500,24000,1500,5.88
479,9,0,0,q_r10_r1,2769.9675,692493000,692488500,4500,0.00
480,9,0,1,q_r10_r9 | q_r9_r20 | q_r20_r1,8.7963,2200500,2200500,0,0.00
481,9,0,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1,199.4726,49869000,49867500,1500,0.00
482,9,0,3,q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1,73.8087,18453000,18451500,1500,0.01
483,9,1,0,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r2,0.0155,4500,4500,0,0.00
484,9,1,1,q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r2,0.3170,79500,79500,0,0.00
485,9,1,2,q_r10_r1 | q_r1_r5 | q_r5_r15 | q_r15_r2,0.6089,153000,153000,0,0.00
486,9,1,3,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r7 | q_r7_r2,0.3126,79500,79500,0,0.00
487,9,2,0,q_r10_r1 | q_r1_r3,23.6507,5913000,5913000,0,0.00
488,9,2,2,q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r3,0.0119,3000,3000,0,0.00
489,9,2,3,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r3,0.0147,4500,4500,0,0.00
490,9,4,0,q_r10_r1 | q_r1_r5,200.4464,50112000,50112000,0,0.00
491,9,4,1,q_r10_r21 | q_r21_r4 | q_r4_r5,198.3925,49599000,49597500,1500,0.00
492,9,4,2,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r5,1.8881,472500,472500,0,0.00
493,9,5,0,q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6,0.0994,25500,25500,0,0.00
494,9,5,1,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r6,0.1383,36000,36000,0,0.00
495,9,5,2,q_r10_r1 | q_r1_r5 | q_r5_r7 | q_r7_r6,0.1884,48000,48000,0,0.00
496,9,5,3,q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r6,0.1543,39000,39000,0,0.00
497,9,6,0,q_r10_r1 | q_r1_r5 | q_r5_r7,0.6388,160500,160500,0,0.00
498,9,6,1,q_r10_r1 | q_r1_r3 | q_r3_r7,1.0277,258000,258000,0,0.00
499,9,6,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r7,1.1350,285000,285000,0,0.00
500,9,7,0,q_r10_r1 | q_r1_r5 | q_r5_r8,0.1077,27000,25500,1500,5.56
501,9,7,1,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r8,0.1211,31500,31500,0,0.00
502,9,7,2,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r8,0.0413,10500,9000,1500,14.29
503,9,7,3,q_r10_r1 | q_r1_r5 | q_r5_r13 | q_r13_r8,0.1681,43500,42000,1500,3.45
504,9,8,0,q_r10_r9,296.7917,74199000,74197500,1500,0.00
505,9,8,1,q_r10_r1 | q_r1_r20 | q_r20_r9,9.6303,2409000,2407500,1500,0.06
506,9,8,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.6582,165000,163500,1500,0.91
507,9,8,3,q_r10_r21 | q_r21_r4 | q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.0803,21000,21000,0,0.00
508,9,10,0,q_r10_r1 | q_r1_r5 | q_r5_r11,0.1030,27000,25500,1500,5.56
509,9,10,1,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r11,0.1206,31500,31500,0,0.00
510,9,10,3,q_r10_r1 | q_r1_r5 | q_r5_r19 | q_r19_r22 | q_r22_r11,0.1613,40500,39000,1500,3.70
511,9,11,1,q_r10_r1 | q_r1_r3 | q_r3_r13 | q_r13_r12,0.0387,10500,1500,9000,85.71
512,9,11,2,q_r10_r1 | q_r1_r5 | q_r5_r15 | q_r15_r12,0.0402,10500,6000,4500,42.86
513,9,13,1,q_r10_r1 | q_r1_r3 | q_r3_r7 | q_r7_r14,0.1208,31500,30000,1500,4.76
514,9,13,2,q_r10_r21 | q_r21_r4 | q_r4_r5 | q_r5_r7 | q_r7_r14,0.0623,16500,16500,0,0.00
